source,metric,pass_column,high_n,nonhigh_n,high_pass,nonhigh_pass,high_pass_rate,nonhigh_pass_rate,pass_rate_delta,enrichment_ratio,enrichment_low,enrichment_high,odds_ratio,odds_ratio_low,odds_ratio_high,fisher_p_two_sided,fisher_p_greater
original_mechanistic_signature,bath_resonance_original,bath_pass,19194,96559,4263,24832,0.22210065645514224,0.2571691918930395,-0.03506853543789726,0.863636327587471,0.8393902127435321,0.8887470217554115,0.824760928189064,0.7951080119472165,0.8560955370408937,4.915513150350197e-25,1.0
original_mechanistic_signature,source_sink_delocalization,deloc_pass,19194,96559,13474,10358,0.701990205272481,0.1072712020629874,0.5947190032094936,6.544069533781182,6.416489788283244,6.683504980649732,19.601830140701377,18.905227203956283,20.335684022049026,0.0,0.0
original_mechanistic_signature,strict_joint_original,joint_pass,19194,96559,3111,3260,0.1620819005939356,0.03376174152590644,0.12832015906802915,4.800756515168659,4.577831662562068,5.027582268804232,5.535850507239413,5.252070041619414,5.830094361578962,0.0,0.0
original_mechanistic_signature,loose_joint_original,loose_joint_pass,19194,96559,3087,3275,0.16083150984682712,0.03391708696237534,0.1269144228844518,4.741902216580085,4.522568017486354,4.964090300614756,5.458970036859992,5.179338948475494,5.743208767822305,0.0,0.0
bath_sensitivity_variants,spectral_only,spectral_only_pass,19194,96559,4263,24832,0.22210065645514224,0.2571691918930395,-0.03506853543789726,0.863636327587471,0.8393902127435321,0.8887470217554115,0.824760928189064,0.7951080119472165,0.8560955370408937,4.915513150350197e-25,1.0
bath_sensitivity_variants,bath_x_coupling,bath_x_coupling_pass,19194,96559,3646,25431,0.18995519433156194,0.263372652989364,-0.07341745865780208,0.7212411470041009,0.6982868803101075,0.7437827811142278,0.6559328682378998,0.6299394777448483,0.681837714092636,8.601444977299914e-107,1.0
bath_sensitivity_variants,bath_x_path,bath_x_path_pass,19194,96559,3516,25313,0.18318224445139106,0.2621506022224754,-0.07896835777108432,0.6987672082322075,0.6759349154539537,0.720747808511497,0.6312733396083603,0.6058920256618848,0.6561231709282112,1.568516585015706e-124,1.0
bath_sensitivity_variants,bath_x_coupling_x_path,bath_x_coupling_x_path_pass,19194,96559,12421,11803,0.6471293112430968,0.12223614577615759,0.5248931654669392,5.294091261909869,5.192395712440872,5.40390384708466,13.168100077313285,12.728291069043264,13.646316413656098,0.0,0.0
