dynamic_family_id,structural_mode_id,dynamic_structural_submode_id,n,fraction_within_dynamic,fraction_within_structural,approx_medoid_real_row,median_H_abs,IQR_H_mean
D000,S022,D000-S022,211,0.025260385490243,0.1590052750565184,36565,9.040709495544434,34.536231994628906
D000,S023,D000-S023,200,0.0239434933556805,0.1507159005275056,50439,9.165960311889648,30.92648696899414
D000,S024,D000-S024,219,0.0262181252244702,0.162704309063893,41771,9.301321029663086,33.87321472167969
D000,S025,D000-S025,496,0.0593798635220878,0.3555555555555555,20727,7.190712451934815,34.488426208496094
D000,S026,D000-S026,173,0.0207111217526637,0.131060606060606,46906,8.203438758850098,33.06138229370117
D000,S027,D000-S027,174,0.0208308392194421,0.1332312404287902,39957,8.369812965393066,33.19711685180664
D000,S028,D000-S028,199,0.0238237758889021,0.1446220930232558,32706,7.61171817779541,36.872676849365234
D000,S029,D000-S029,182,0.0217885789536693,0.1393568147013782,14015,7.7247419357299805,35.97090148925781
D000,S030,D000-S030,184,0.0220280138872261,0.1593073593073593,26351,8.86785888671875,34.495567321777344
D000,S031,D000-S031,182,0.0217885789536693,0.1657559198542805,2251,8.733654022216797,34.19795227050781
D000,S032,D000-S032,181,0.0216688614868909,0.1426319936958235,36170,8.707427978515625,34.72568893432617
