scope,group,n,n_dynamic_families,n_structural_modes,purity_d_to_s,purity_s_to_d,nmi,ari,mutual_info,entropy_s_given_d,entropy_d_given_s,random_purity_d_to_s_mean,random_purity_d_to_s_p05,random_purity_d_to_s_p95,random_purity_s_to_d_mean,random_purity_s_to_d_p05,random_purity_s_to_d_p95,random_nmi_mean,random_nmi_p05,random_nmi_p95,random_ari_mean,random_ari_p05,random_ari_p95,random_entropy_s_given_d_mean,random_entropy_s_given_d_p05,random_entropy_s_given_d_p95,random_entropy_d_given_s_mean,random_entropy_d_given_s_p05,random_entropy_d_given_s_p95,nmi_minus_random_mean,purity_d_to_s_minus_random_mean,entropy_s_given_d_minus_random_mean
overall,all,62000,13,38,0.14125806451612904,0.17980645161290323,0.049582661400928256,0.014924566002246814,0.14843338535865774,4.851253688548408,3.3583207216688495,0.12338709677419352,0.12338709677419354,0.12338709677419354,0.13525951612903225,0.13478951612903226,0.1358709677419355,0.001192341295140076,0.001042837197686886,0.0013200713414870957,-2.6861537966584873e-05,-0.00024698824126691087,0.00023569761689622834,5.060248157351066,5.059696500054151,5.06089385527914,3.567315190471508,3.5667635331745924,3.5679608883995804,0.04839032010578818,0.01787096774193553,-0.2089944688026577
