scope,group,n,n_dynamic_families,n_structural_modes,purity_d_to_s,purity_s_to_d,nmi,ari,mutual_info,entropy_s_given_d,entropy_d_given_s,random_purity_d_to_s_mean,random_purity_d_to_s_p05,random_purity_d_to_s_p95,random_purity_s_to_d_mean,random_purity_s_to_d_p05,random_purity_s_to_d_p95,random_nmi_mean,random_nmi_p05,random_nmi_p95,random_ari_mean,random_ari_p05,random_ari_p95,random_entropy_s_given_d_mean,random_entropy_s_given_d_p05,random_entropy_s_given_d_p95,random_entropy_d_given_s_mean,random_entropy_d_given_s_p05,random_entropy_d_given_s_p95,nmi_minus_random_mean,purity_d_to_s_minus_random_mean,entropy_s_given_d_minus_random_mean
priority_group,fast_high,2985,5,38,0.13668341708542714,0.6489112227805696,0.07366688351323544,0.012827208795755886,0.1624814505150307,4.647610901217471,1.2476525125247346,0.11044221105527638,0.10854271356783919,0.11425460636515912,0.5582646566164153,0.5571189279731993,0.5608040201005026,0.010293444680954129,0.008262354382235165,0.01235733300319135,1.829304012827944e-05,-0.0012876279488540513,0.0016488297180529013,4.849267901653726,4.842700520492681,4.855730918097237,1.4493095129609899,1.442742131799944,1.4557725294045003,0.06337343883228132,0.02624120603015076,-0.20165700043625545
priority_group,late_high,8705,8,38,0.07949454336588167,0.3455485353245261,0.04079377448435562,0.005806434054727741,0.10328897080569584,4.948892665366218,2.0588247832639657,0.0646927053417576,0.06375646180356118,0.06583572659391154,0.30923721998851234,0.30465249856404364,0.31339460080413556,0.006064743710413074,0.005369614107222997,0.007089159897011849,3.16839186422477e-05,-0.000259405482156315,0.0003000588340335493,5.07575341149917,5.0720113490549705,5.078292631804332,2.185685529396916,2.181943466952718,2.188224749702078,0.03472903077394255,0.014801838024124075,-0.12686074613295162
priority_group,non_high,47210,13,38,0.15094259690743486,0.20633340393984326,0.029158832109682738,0.007976577780848326,0.08359696516860807,4.873093854996145,3.157970477161992,0.14883033255666173,0.14882440160982843,0.14886676551578054,0.17766363058674003,0.17708112687989833,0.17839440796441433,0.0016646504700303603,0.0014770548434625067,0.0018595035455564056,4.920662041330212e-06,-0.00039433267945590577,0.0003674115745340274,4.986813559522023,4.986007620488623,4.987589480751585,3.2716901816878705,3.2708842426544695,3.2724661029174325,0.02749418163965238,0.0021122643507731353,-0.1137197045258782
priority_group,very_fast,3100,3,38,0.22806451612903225,0.6558064516129032,0.07647292493739123,0.007006476897521096,0.1478031978914446,4.107466086114088,1.042807456535394,0.22062580645161284,0.21935483870967742,0.22583870967741934,0.6558193548387098,0.6558064516129032,0.6558064516129032,0.006361513653362685,0.004893548325863766,0.008010306324716374,-0.0004897796166073297,-0.004920269812523178,0.003954316898092176,4.302962762023383,4.29836531517971,4.3070559950167056,1.238304132444689,1.2337066856010155,1.242397365438011,0.07011141128402855,0.007438709677419414,-0.1954966759092951
