run_name,context,context_dim,fmo_logp,fmo_percentile_dataset_mean,fmo_percentile_dataset_std,fmo_percentile_dataset_min,fmo_percentile_dataset_max,fmo_top_fraction_percent_dataset_mean,fmo_top_fraction_percent_dataset_std,fmo_percentile_generated_mean,fmo_percentile_generated_std,fmo_percentile_generated_min,fmo_percentile_generated_max,fmo_top_fraction_percent_generated_mean,fmo_top_fraction_percent_generated_std,supports_dataset_top5_aux_all_seeds,supports_dataset_top5_aux_any_seed,supports_original_top5_claim_all_seeds,supports_original_top5_claim_any_seed,n_seeds,fmo_percentile_mean,fmo_percentile_std,fmo_percentile_min,fmo_percentile_max,fmo_top_fraction_percent_mean,fmo_top_fraction_percent_std
nsf_h27_c5_seed0,c5,5,-39.125518798828125,68.1668,0.10206468537158013,68.006,68.28,31.834563308733824,0.10206264411869811,5.9464,0.1114037701336895,5.87,6.1339999999999995,94.05371892562148,0.11140154210285054,False,False,False,False,5,5.9464,0.1114037701336895,5.87,6.1339999999999995,94.05371892562148,0.11140154210285054
nsf_h27_c12_seed0,c12,12,-38.02290344238281,94.3976,0.09230817948589827,94.30199999999999,94.524,5.604287914241715,0.09230633335922672,4.1171999999999995,0.19262190944957464,3.8019999999999996,4.292,95.88288234235316,0.1926180570884325,False,False,False,False,5,4.1171999999999995,0.19262190944957464,3.8019999999999996,4.292,95.88288234235316,0.1926180570884325
nsf_h27_c18_seed0,c18,18,-83.18179321289062,42.1228,0.18594945549799358,41.815999999999995,42.306,57.878042439151216,0.18594573658326155,0.0,0.0,0.0,0.0,100.0,0.0,False,False,False,False,5,0.0,0.0,0.0,0.0,100.0,0.0
nsf_h27_c25_seed0,c25,25,-84.9552230834961,33.6688,0.12830120810031453,33.53,33.878,66.33187336253275,0.12829864212746903,0.0,0.0,0.0,0.0,100.0,0.0,False,False,False,False,5,0.0,0.0,0.0,0.0,100.0,0.0
nsf_h27_c26_seed0,c26,26,-29.678884506225586,99.9284,0.006228964600962937,99.922,99.936,0.07359852802943942,0.0062288400241584906,10.7944,0.11334372501378287,10.666,10.924,89.20581588368233,0.11334145818462066,True,True,False,False,5,10.7944,0.11334372501378287,10.666,10.924,89.20581588368233,0.11334145818462066
nsf_h27_c33_seed0,c33,33,-30.705062866210938,99.7668,0.023605084198113243,99.74199999999999,99.806,0.23519529609407813,0.0236046121058708,5.5204,0.16777008076531402,5.312,5.694,94.47971040579189,0.16776672543081356,True,True,False,False,5,5.5204,0.16777008076531402,5.312,5.694,94.47971040579189,0.16776672543081356
