eta10,eta20,eta50,t80,t90,tau_transfer_est,residence_sink34_0_10ps,residence_detour567_0_10ps,trap_50ps,loss_50ps,residual_50ps,sink34_50ps,detour567_50ps,eta_final,t25,t50
0.8056743741035461,0.9703136086463928,0.9935131072998047,9.857405662536621,13.354331970214844,6.449878692626953,0.1407081037759781,0.09134469926357269,0.9935131072998047,0.006443806923925877,4.308755887905136e-05,1.5960551536409184e-05,1.0174573617405258e-05,0.9935131072998047,2.8510594367980957,5.182826519012451
