context,dynamic_family,metric,n_targets,model_mae,random_mae,delta_model_minus_random,reduction_vs_random,model_better_vs_random,nn_mae,delta_model_minus_nn,model_better_vs_nn
c18,D007,ipr,31,0.05024325753312241,0.1271913283651012,-0.07694807083197878,0.6049789071398033,0.7419354838709677,0.013382058520604985,0.03686119901251742,0.25806451612903225
c18,D007,purity,31,0.050959410124319156,0.12300669708483349,-0.07204728696051432,0.5857184093873018,0.7419354838709677,0.013219418829484705,0.03773999129483445,0.25806451612903225
c18,D007,c_l1,31,0.032155255139546486,0.13473199969886118,-0.1025767445593147,0.7613391383530524,0.8709677419354839,0.021400850502993632,0.010754404636552854,0.3225806451612903
c18,D011,eta,22,0.11175101787502864,0.3947721151409466,-0.28302109726591795,0.7169227167042185,0.8181818181818182,0.020812830382875045,0.0909381874921536,0.18181818181818182
c18,D011,tau_transfer,22,2.467840023907271,6.747803669962928,-4.279963646055657,0.6342750701398476,0.8181818181818182,0.7098956393710053,1.7579443845362657,0.13636363636363635
c18,D011,ipr,22,0.03819799943643004,0.09719074335779485,-0.058992743921364804,0.6069790381599494,0.8181818181818182,0.011865288056621492,0.026332711379808547,0.22727272727272727
c18,D011,purity,22,0.04072485444316635,0.08883319187954941,-0.04810833743638306,0.5415581318029645,0.6818181818181818,0.013388243616990127,0.027336610826176222,0.22727272727272727
c18,D011,c_l1,22,0.04604137605718623,0.10489499469322654,-0.05885361863604031,0.5610717537873207,0.5909090909090909,0.021957631835695563,0.024083744221490667,0.22727272727272727
c18,D004,eta,40,0.09320099995911806,0.3753906684981789,-0.28218966853906086,0.7517226511463745,0.75,0.020097822755675933,0.07310317720344212,0.15
c18,D004,tau_transfer,40,1.874767701030348,7.747933179808851,-5.873165478778503,0.7580299600523142,0.775,0.6653384930993653,1.2094292079309827,0.4
c18,D004,ipr,40,0.03691880296176934,0.13041536116251776,-0.09349655820074843,0.716913693044466,0.625,0.011259723658125827,0.02565907930364351,0.25
c18,D004,purity,40,0.038368820243053436,0.12439857069881954,-0.08602975045576611,0.6915654253299428,0.625,0.011748878749974198,0.02661994149307924,0.225
c18,D004,c_l1,40,0.03239228104603285,0.16781488577835604,-0.1354226047323232,0.806976115999534,0.85,0.02253435233172412,0.009857928714308732,0.475
c18,D006,eta,38,0.10827717913466854,0.3361894931769333,-0.22791231404226475,0.6779281288315477,0.7631578947368421,0.021810036942183298,0.08646714219248525,0.21052631578947367
c18,D006,tau_transfer,38,2.6053861308845763,7.824854769993141,-5.219468639108564,0.6670371262511163,0.7894736842105263,0.9025819507965087,1.7028041800880676,0.21052631578947367
c18,D006,ipr,38,0.04993754443978007,0.09837186272424239,-0.048434318284462326,0.49235947092141785,0.7631578947368421,0.014216094656178277,0.03572144978360179,0.21052631578947367
c18,D006,purity,38,0.059301209354308604,0.09926019975173134,-0.03995899039742273,0.4025681038056318,0.6052631578947368,0.014905726283404641,0.04439548307090396,0.15789473684210525
c18,D006,c_l1,38,0.05906513710310353,0.18096451379147213,-0.1218993766883686,0.6736092846845925,0.868421052631579,0.024671703706038578,0.03439343339706495,0.2894736842105263
c18,D000,eta,59,0.0977229977542705,0.304765828756432,-0.20704283100216148,0.6793505421752173,0.8135593220338984,0.017714353048089628,0.08000864470618087,0.13559322033898305
c18,D000,tau_transfer,59,2.607646843185089,7.308445840664326,-4.700798997479236,0.6432009075477998,0.7796610169491526,0.6393329766589146,1.9683138665261746,0.1694915254237288
c18,D000,ipr,59,0.038486174298147297,0.12138125959350023,-0.08289508529535293,0.6829314967810058,0.7627118644067796,0.012287609898930515,0.02619856439921678,0.2033898305084746
c18,D000,purity,59,0.04025598431114866,0.11278695229972517,-0.07253096798857651,0.6430794210648536,0.7288135593220338,0.014526188970232133,0.025729795340916524,0.3389830508474576
c18,D000,c_l1,59,0.045331277595814706,0.17808322221887216,-0.13275194462305745,0.7454489141032019,0.8135593220338984,0.029505137136882482,0.015826140458932225,0.4576271186440678
c18,D002,eta,54,0.06974429327535929,0.3625821997422243,-0.292837906466865,0.8076455674742345,0.9074074074074074,0.023463475864884686,0.0462808174104746,0.35185185185185186
c18,D002,tau_transfer,54,1.9495595031424942,7.1571829512886245,-5.20762344814613,0.7276079825804254,0.8888888888888888,0.7624490471720379,1.1871104559704562,0.24074074074074073
c18,D002,ipr,54,0.03844995497185811,0.14672280965579265,-0.10827285468393455,0.7379415302769858,0.7777777777777778,0.01631615488215971,0.0221338000896984,0.3148148148148148
c18,D002,purity,54,0.040858087258327465,0.14353710219544896,-0.1026790149371215,0.7153482504983792,0.7777777777777778,0.018399120166546094,0.02245896709178137,0.3148148148148148
