method,target_id,dataset_index,neighbor_index,neighbor_context_distance,eta,target_eta,abs_err_eta,tau_transfer,target_tau_transfer,abs_err_tau_transfer,ipr,target_ipr,abs_err_ipr,purity,target_purity,abs_err_purity,c_l1,target_c_l1,abs_err_c_l1
nearest_neighbor_baseline,0,33458,21847,0.5500255823135376,0.8060336112976074,0.7584671,0.04756651129760747,13.449419021606445,13.679777,0.23035797839355432,0.25473254919052124,0.24725586,0.007476689190521246,0.27111345529556274,0.26755,0.003563455295562734,0.4708705544471741,0.47606024,0.005189685552825951
nearest_neighbor_baseline,1,74123,70320,0.451029509305954,0.1971329301595688,0.19029836,0.006834570159568787,29.301393508911133,29.206373,0.09502050891113356,0.6828474402427673,0.668512,0.014335440242767339,0.6852772831916809,0.67043525,0.01484203319168087,0.13790637254714966,0.12942995,0.00847642254714967
nearest_neighbor_baseline,2,57950,8482,1.165753722190857,0.2647842466831207,0.27761433,0.012830083316879293,22.13837432861328,16.832853,5.305521328613281,0.2673723101615906,0.26614442,0.0012278901615905835,0.2811528444290161,0.30238298,0.02123013557098391,0.46726980805397034,0.5041054,0.0368355919460297
nearest_neighbor_baseline,3,132514,10278,0.2941563129425049,0.8468561768531799,0.8215711,0.025285076853179933,19.79682731628418,20.109015,0.31218768371581973,0.2691551744937897,0.26017472,0.008980454493789647,0.2750844955444336,0.27023384,0.004850655544433591,0.3024550676345825,0.29238144,0.010073627634582527
nearest_neighbor_baseline,4,16005,5492,0.1885366141796112,0.9627833366394043,0.9542749,0.00850843663940426,7.50506591796875,7.8531504,0.34808448203124964,0.24358715116977692,0.23684888,0.006738271169776905,0.2557980716228485,0.24990356,0.005894511622848514,0.38833460211753845,0.3851833,0.003151302117538446
nearest_neighbor_baseline,5,117269,88787,0.2792483866214752,0.8958622217178345,0.8926104,0.0032518217178344466,16.458351135253906,17.333122,0.8747708647460932,0.19637899100780487,0.20670004,0.010321048992195131,0.2131471335887909,0.21893375,0.005786616411209117,0.4451107978820801,0.43974382,0.005366977882080071
nearest_neighbor_baseline,6,79622,55031,0.43790122866630554,0.9223600029945374,0.9328691,0.010509097005462653,6.798442363739014,6.2080483,0.5903940637390139,0.24465838074684143,0.2524332,0.007774819253158594,0.2622176706790924,0.26191923,0.00029844067909240435,0.34974902868270874,0.3260561,0.023692928682708725
nearest_neighbor_baseline,7,3648,17943,0.35384806990623474,0.9702465534210205,0.9816332,0.011386646578979476,5.146524906158447,5.389304,0.24277909384155283,0.241978719830513,0.2285614,0.013417319830513003,0.25898441672325134,0.24210514,0.016879276723251346,0.3716736435890198,0.4024908,0.030817156410980207
nearest_neighbor_baseline,8,71597,21344,0.5589094161987305,0.9890455007553101,0.99189395,0.0028484492446899656,3.055670738220215,2.958586,0.0970847382202149,0.3242450952529907,0.3242428,2.295252990724972e-06,0.39664578437805176,0.39422894,0.00241684437805173,0.6442030072212219,0.7152921,0.07108909277877806
nearest_neighbor_baseline,9,15184,1581,0.1706329733133316,0.9335111975669861,0.9380948,0.0045836024330139225,15.469635963439941,15.09445,0.37518596343994126,0.2160567045211792,0.21274278,0.0033139245211792068,0.226407989859581,0.22207873,0.004329259859580992,0.37442874908447266,0.37097368,0.003455069084472684
nearest_neighbor_baseline,10,116513,93924,1.166512370109558,0.4146297574043274,0.3533679,0.06126185740432738,15.48828125,15.903919,0.41563775000000014,0.2902147173881531,0.26431936,0.025895357388153073,0.31540200114250183,0.2954089,0.019993101142501857,0.5112404227256775,0.5033014,0.00793902272567748
nearest_neighbor_baseline,11,72301,26595,0.49465906620025635,0.5587100982666016,0.58143514,0.0227250417333984,21.028263092041016,20.258993,0.7692700920410154,0.24349547922611237,0.23310496,0.010390519226112366,0.25896507501602173,0.26235133,0.003386254983978265,0.46400830149650574,0.45395133,0.010056971496505751
