method,target_id,eta,tau_transfer,ipr,purity,c_l1,target_eta,target_tau_transfer,target_ipr,target_purity,target_c_l1,dataset_index,abs_err_eta,abs_err_tau_transfer,abs_err_ipr,abs_err_purity,abs_err_c_l1
model,56,0.8605714439571854,16.88903725085767,0.2662232800802215,0.31206252092580494,0.6013680777943953,0.928411,12.686552,0.2703113,0.30094028,0.54258186,24993,0.0678395629703048,4.202485203128177,0.004088015905954034,0.0111222457335442,0.05878622154363233
model,48,0.3330889177954994,23.23121952420256,0.20028128738697712,0.2041359229470776,0.280710853934129,0.3051758,22.778698,0.20980999,0.21571718,0.2750041,26553,0.027913106743176985,0.45252155667326477,0.009528701350129204,0.011581258616299772,0.005706765055497387
model,52,0.7854844988505025,18.799721188703057,0.2701317005774779,0.30209136191564856,0.49293642501064316,0.6138185,23.328236,0.32066396,0.370717,0.6176781,48181,0.17166597258249716,4.5285144375176465,0.05053225821044022,0.0686256271247262,0.12474168082050308
model,58,0.7317557123880111,19.379845301507046,0.23494478465484833,0.25220765128907835,0.4337403789478203,0.81023276,16.308239,0.25414038,0.26776546,0.35070863,21287,0.07847704613402262,3.0716063183527496,0.019195592389829402,0.015557811109450703,0.08303174528655016
model,59,0.24290673036326782,26.38524614013335,0.7558438253361114,0.7564168517398423,0.08743480521979297,0.24107951,26.234648,0.86947674,0.87010956,0.08143045,87885,0.0018272211049975562,0.1505983892788585,0.11363291025577704,0.11369270636562645,0.00600435513796771
model,55,0.14779244568214625,26.882601774826963,0.3292150186148209,0.3353075964484941,0.2640153241138458,0.1713736,24.089294,0.33033255,0.33302355,0.22643408,77211,0.023581160046003163,2.793307341233213,0.001117528811402868,0.002284048322273413,0.037581242321014396
model,54,0.8765269612270884,18.442318677501014,0.30859032943091275,0.33056949927109347,0.5056974387611193,0.9406932,12.716965,0.27513498,0.29039907,0.5042295,132888,0.0641662384074636,5.725353955821326,0.0334553487523544,0.04017042471665011,0.0014679527725023345
model,61,0.6307098224191968,24.818149841844846,0.45484776989982795,0.46473634474974373,0.32696330592382167,0.7488985,22.824816,0.4855495,0.49909177,0.39332604,92683,0.11818868374535396,1.993334091722776,0.030701739625471125,0.03435542947549125,0.06636273815881993
model,63,0.25663372443158955,27.539436334692116,0.21292500868911823,0.21652963822051283,0.19377593069195181,0.120743476,30.155148,0.22219725,0.22367024,0.14986375,107660,0.13589024857719273,2.6157112177981183,0.009272240842627677,0.007140605996406119,0.04391218094944388
model,57,0.11947515150909595,27.554806613899636,0.2650469350172965,0.2670118818508351,0.1895709093029586,0.08381365,29.16065,0.30132908,0.3048634,0.21369682,89584,0.03566149911289386,1.6058436393962623,0.036282141272834134,0.0378515114558971,0.024125913221112127
model,62,0.9526033193980207,12.719791552172872,0.29746003749522215,0.3189188544599589,0.4625303954248093,0.9635143,12.703297,0.3846223,0.41405958,0.43764108,62402,0.010911008604909012,0.016494890795918593,0.08716226813641542,0.09514072491244713,0.024889311230625932
model,60,0.4638298359451007,26.550466821647607,0.249286480708491,0.26468284607999043,0.396313560434808,0.6373154,22.101055,0.22667082,0.2654196,0.4601942,123520,0.17348555654910097,4.449411676383935,0.022615664167772914,0.0007367563141135736,0.06388063984252051
model,67,0.8747221025223311,6.530661415788778,0.3867615512829469,0.39568337315653623,0.24740345497475902,0.9050931,10.385718,0.27195257,0.2771916,0.25640616,45584,0.0303709713225786,3.855056929853312,0.11480898179823623,0.11849176401232542,0.009002703234088028
model,65,0.9234476475425512,14.645503923293184,0.2668244769433301,0.2756171178420921,0.4041392649133586,0.9033592,16.808657,0.3665114,0.37366894,0.33575636,129419,0.0200884728141576,2.163152769211699,0.09968692757098263,0.09805182103310628,0.06838290342883102
model,69,0.9845782490058781,3.6159881248616443,0.4407509654168873,0.4880380371134729,0.5135386264941356,0.9828951,6.010696,0.25168145,0.2906723,0.45278525,130638,0.001683172731006266,2.39470780943401,0.18906951838777353,0.19736573486737913,0.060753372969355346
model,70,0.17756190544492415,26.135493866111524,0.8067707325455576,0.8090625956911582,0.14601143575928663,0.16552414,26.884502,0.81300145,0.8157679,0.14969918,84389,0.012037765444580822,0.7490085447771477,0.006230721330937716,0.006705288563297329,0.0036877455589964525
model,64,0.7197621468849913,23.430075562607275,0.45759583526106196,0.4612525520788053,0.23649267623764086,0.69193363,23.776144,0.3273452,0.3301339,0.2449256,114838,0.027828514988018638,0.34606846510268596,0.1302506428286584,0.1311186669336179,0.008432927032889836
model,68,0.9645053757382982,6.596742945778253,0.26574562830405085,0.2765708118980387,0.2797028378911544,0.95060927,3.6110168,0.26646313,0.27673438,0.27322555,107511,0.01389610898033311,2.9857261954425596,0.0007175024084583037,0.0001635700161000675,0.006477292007975699
model,74,0.49175813465249196,24.702485962827502,0.26881630635911063,0.2782536011272679,0.25264129006003105,0.50898254,22.379879,0.32197392,0.33196816,0.23478936,16447,0.017224404524448955,2.322606965024768,0.0531576135093586,0.05371455735623737,0.017851933470713732
model,66,0.9720342054914869,11.898671986595815,0.17823666662417526,0.20641367714398418,0.6630282681807235,0.9810648,6.784301,0.1867344,0.22869974,0.6699938,104180,0.009030590956267015,5.1143711824576314,0.008497726614846046,0.022286066603727006,0.0069655496255204286
model,77,0.9848289538165355,7.8774742505828215,0.1784336005855405,0.19566526393208614,0.46888992181184713,0.96104586,13.033727,0.18100923,0.20873229,0.61596453,8251,0.023783092572333797,5.156252441616886,0.0025756324123537844,0.013067028123997543,0.1470746100866514
model,71,0.9730874850416658,4.801936704713064,0.38026830845137427,0.3964238679711186,0.3662802753746969,0.98331374,4.9777174,0.3490426,0.35605392,0.28701532,77346,0.010226254258108414,0.17578069488410364,0.03122571401854346,0.04036994937103622,0.07926495650415244
model,76,0.6809567692138734,17.479566728919103,0.21498846857915102,0.2197551977832001,0.2707807223366068,0.7675487,16.072035,0.23194991,0.23660281,0.28200436,95966,0.08659191109160758,1.4075318931036733,0.016961441942356242,0.016847615222247286,0.011223634047670517
model,72,0.9594852354271152,9.856310583592823,0.693214236566159,0.7049217600819504,0.24480325371998782,0.95227647,9.029182,0.63416433,0.64924705,0.24559991,132543,0.007208767150137629,0.8271281495107914,0.05904990322265313,0.055674709796611044,0.000796656896886877
model,73,0.6811209655166944,18.810612422257016,0.21103006008277364,0.22349338902409868,0.4670306907966024,0.4156221,21.96439,0.25565356,0.2694603,0.43903217,34829,0.26549888018382395,3.1537773787683747,0.044623500078816936,0.045966901646296215,0.027998523600328618
model,75,0.4610251255164865,25.5821415998822,0.2703230863034148,0.2718528379091561,0.14652989213552114,0.18796815,24.718775,0.33605602,0.33791295,0.14140126,41036,0.2730569757352594,0.8633668043499725,0.06573293753272108,0.06606010903031229,0.005128631044288845
model,78,0.4473838465323324,27.293295321792083,0.6843974178405813,0.6855714176284559,0.11057984175715228,0.35552377,27.470287,0.7829671,0.7839013,0.0946497,18874,0.09186008144520469,0.1769920012059636,0.09856967276610817,0.09832985657579829,0.01593013944659015
model,82,0.5453355874732955,23.953390534079904,0.2899083380011487,0.29266512945402734,0.22773938408714028,0.4137369,24.832193,0.46234486,0.4684225,0.24307573,109934,0.13159867784538104,0.8788028405538846,0.17243651706896546,0.17575737282525428,0.015336344329302587
model,81,0.9539953198013029,6.097062820539996,0.35144064039209494,0.3574653839418868,0.2846091262091869,0.9504329,7.114172,0.31666517,0.3219526,0.24728559,115990,0.003562423187228214,1.0171091612715273,0.03477546781519064,0.03551277273392478,0.03732353663341936
model,80,0.4669336921494234,20.061202466535438,0.30905527551550277,0.3154330522506427,0.28521232854919903,0.57568127,21.917786,0.2784825,0.28892547,0.32041407,131370,0.10874757701943039,1.8565831779958124,0.030572778777068932,0.026507583328981343,0.03520173776549823
model,79,0.9103661664263368,16.623960651882435,0.3528649359499966,0.36045636776098533,0.29530066535969735,0.9606615,14.723011,0.3858661,0.39102417,0.2935697,75139,0.050295304463708335,1.9009496350367314,0.03300116960649141,0.03056780454507546,0.0017309515287494692
model,83,0.19575808729989502,26.590495299276718,0.3730743317317308,0.42225916991357276,0.4394467484526702,0.25834417,28.8861,0.3619847,0.40253738,0.45567232,48295,0.06258608613150146,2.295605469766251,0.011089631767207508,0.019721794225019906,0.016225575251095692
model,85,0.8030303188384011,12.017279601507788,0.22876630319148478,0.23255244079672152,0.22919782294051322,0.84018725,10.883569,0.21391621,0.21809272,0.22822689,64679,0.03715693272943943,1.1337108377748777,0.014850090871157018,0.014459716115820948,0.0009709377409664044
model,84,0.19250673332902432,26.89138997583113,0.301423686772422,0.3370754460173367,0.39386468788520745,0.4281423,23.391497,0.26030293,0.29315227,0.39063296,70309,0.23563557585981845,3.4998933175059364,0.041120755702094225,0.04392317331607326,0.0032317306651299393
model,88,0.641930155172914,21.100331276787397,0.5226912378860666,0.5244034859715838,0.14612297649979167,0.48985597,22.574947,0.6303898,0.63209766,0.13119675,90441,0.15207418026027053,1.4746160803903372,0.10769857172239283,0.10769417552362492,0.014926224309201763
model,86,0.8402213020681366,19.64723998852217,0.278610260280552,0.2953922890563977,0.3952521682472323,0.6466955,23.988289,0.27970874,0.28765595,0.32606697,4107,0.19352580741634218,4.3410488908723615,0.0010984828148459247,0.007736339463807362,0.06918519742203699
model,89,0.3812338048763577,26.91395781519515,0.2833001128729958,0.2858485657841319,0.18154481601157166,0.38836735,27.611963,0.26168185,0.26483282,0.21164095,84205,0.007133549993484811,0.6980054568995762,0.021618258148111746,0.021015741315519254,0.030096138006067502
model,87,0.39309136350192975,25.584780354890125,0.22104510634870922,0.2345624799572723,0.34642159407777795,0.50196135,22.163916,0.2749696,0.28339043,0.2803597,13073,0.10886998693904926,3.4208647207348513,0.05392450124291981,0.04882795263893436,0.06606190865678796
model,95,0.18840458436928217,28.939143550757233,0.2641903362517021,0.2728855519582251,0.2917329925358252,0.19651225,26.84561,0.2628127,0.2727467,0.2764581,5376,0.008107667723079276,2.093533885840241,0.0013776324038169419,0.000138839988849504,0.015274878150220328
model,90,0.4300609903530671,24.705815719062567,0.2493796483404904,0.25505392916650294,0.2980578791648865,0.62825906,21.258476,0.2420109,0.25033903,0.34484452,68647,0.1981980724139617,3.4473394617383484,0.007368742001798684,0.004714897947020513,0.04678664092712398
model,92,0.4233144570660923,21.861615217829563,0.22986937297127982,0.23389358343364658,0.2554549864244339,0.67514026,14.355022,0.2481612,0.25377217,0.2566046,107365,0.2518258045839932,7.506592787409641,0.018291823737399376,0.01987858591793118,0.0011496254491927815
model,98,0.8927298064571912,16.40003224386698,0.18749144463202325,0.19562821857350668,0.32848114753589186,0.85772574,16.761538,0.18706726,0.19379604,0.34753338,19714,0.0350040669781263,0.3615053080129016,0.0004241892542537762,0.0018321799458821675,0.019052227488903672
model,93,0.9856034906932184,5.029344222322102,0.4837316956597705,0.48983875898377166,0.2714967021077045,0.9862209,4.992883,0.3819591,0.38894114,0.26344714,40735,0.0006174055508306742,0.03646101690828374,0.10177258516134213,0.10089762000099883,0.008049566420830101
model,97,0.933015830185876,15.145820703374135,0.3178854730443274,0.3204943223678349,0.1719193386819496,0.8888163,14.852062,0.30021733,0.30192927,0.17083138,87802,0.0441995331315852,0.2937584780323377,0.017668142588547375,0.018565057107138516,0.0010879564073219272
model,91,0.7697704693317916,16.191349028369288,0.25819916691863054,0.2629771391571836,0.2394146063826777,0.7754382,13.57105,0.24259923,0.25187498,0.23061833,87033,0.005667720174739155,2.620299338122706,0.015599932933683336,0.011102155846484163,0.008796278526613854
model,94,0.942353782011203,9.104446822878415,0.3310529329538191,0.3376646035345575,0.2641719000783213,0.95812285,8.599814,0.39020193,0.39981133,0.30177665,3418,0.015769067453213492,0.5046324079003881,0.059148993277565176,0.06214672392287046,0.037604747489427715
model,101,0.3377436474652199,24.83905306371281,0.26006891972950996,0.2732580154478177,0.35148443828738035,0.18957847,27.44778,0.26025674,0.26997843,0.32319087,41700,0.14816517389725725,2.6087275454180485,0.0001878177411168691,0.0032795816003903244,0.028293570386531963
model,102,0.20857307897016866,23.772289430326246,0.2522593147710423,0.2582123417582742,0.24906191013132953,0.2560727,27.185375,0.30448842,0.30994168,0.29291958,111415,0.04749962105348246,3.4130857832968005,0.0522291057154079,0.051729337480998894,0.043857666036730775
model,99,0.4434559243543522,21.076035323932405,0.2304035632480435,0.23968383444054725,0.38991673162803675,0.4667186,22.163942,0.2250121,0.23329534,0.41175765,112128,0.023262689747057697,1.0879070131037274,0.005391469465618581,0.006388498074847482,0.02184091636314367
model,103,0.06916363657770688,31.094872026662227,0.4092734859681149,0.409962374984884,0.08374906386507217,0.41071266,28.079338,0.3259311,0.32747525,0.12081507,41846,0.3415490227812714,3.015533952931758,0.0833423839306851,0.08248712521758056,0.037066004618280496
model,96,0.4059650411317,22.44809693664243,0.19050682482214706,0.19813578113192296,0.3044609222543904,0.45572323,22.520437,0.22139704,0.2307772,0.32520247,85534,0.04975818493870404,0.07234030395815694,0.030890217452328034,0.03264142290478969,0.020741542802982627
model,104,0.7977443677934083,19.62061809980758,0.20484494615583737,0.22416161370932966,0.48344281659348204,0.6528381,21.131826,0.23231246,0.24861024,0.4301315,88985,0.1449062568696412,1.5112083009492565,0.027467509617516206,0.024448629491926138,0.053311321594550154
model,105,0.1876667305013876,25.08141818338979,0.34203878811707966,0.35365551570112924,0.3697692803027617,0.19462454,24.111979,0.29124674,0.29981074,0.36894187,61083,0.0069578126886148395,0.9694396525060007,0.050792046106963085,0.05384477832968454,0.0008274069907652226
model,100,0.7294116914786241,22.628439447056746,0.35391765977876644,0.35722786592625166,0.22776460296977707,0.448897,24.891273,0.34677616,0.3497091,0.18294977,128721,0.2805146873511216,2.2628340514784107,0.007141502161197466,0.007518772355542436,0.04481483645309159
model,110,0.7510690067861625,19.702109715811517,0.31928531985927555,0.32223653296119253,0.2102973825592006,0.67912954,22.619465,0.33696523,0.33971024,0.20639324,77021,0.07193946586590494,2.9173551584560613,0.01767991322826412,0.01747370263451059,0.0039041406768763887
model,109,0.9616766319061214,9.38116283788738,0.1881987401336833,0.19873337444928332,0.40327878118259225,0.96223354,10.65801,0.17620383,0.18585497,0.35803276,65784,0.0005569114898746896,1.276846691226389,0.011994908103386964,0.012878403040439329,0.04524601817828927
model,108,0.45787864566669506,26.427395943290847,0.3015055315885629,0.31207041290665183,0.2703589208953396,0.19782972,27.096684,0.30239072,0.3105972,0.23516855,20233,0.26004892230854076,0.6692875589064187,0.0008851928319845714,0.001473201784139011,0.03519037445712242
model,106,0.26805956336183256,29.339091913532723,0.6551977233692327,0.6569405832796796,0.16466714348869402,0.17344321,28.497353,0.67832756,0.6789487,0.10123794,2507,0.09461635025663084,0.8417393134350668,0.023129837055572033,0.022008117148329398,0.06342920568065721
