target_id,eta,tau_transfer,ipr,purity,c_l1,dataset_index
406,0.060419187,25.594225,0.23516266,0.24057095,0.25462127,80302
407,0.7942341,20.027014,0.24218825,0.26746652,0.41629732,2546
408,0.87701637,11.215318,0.20359962,0.21175574,0.32320172,93339
409,0.660475,22.539038,0.78928775,0.7919403,0.14180689,85142
410,0.093164235,32.212555,0.3261667,0.32947475,0.1435537,29771
411,0.6870739,17.462496,0.35679868,0.36313614,0.23593065,96187
412,0.93979496,14.546271,0.4555793,0.46029684,0.21690576,15985
413,0.96610206,10.955995,0.29586053,0.3035099,0.32777035,70015
414,0.4475488,21.256071,0.2223608,0.23887521,0.3126221,15545
415,0.9736429,2.072812,0.4496887,0.47154343,0.30519414,118759
416,0.25168735,17.494328,0.22433883,0.24548428,0.4572499,53776
417,0.3014636,19.404078,0.28241053,0.29699707,0.32189697,105268
418,0.85204136,15.314283,0.20758916,0.2106899,0.21691096,399
419,0.74112934,20.859688,0.24638127,0.2663435,0.494652,10504
420,0.48315126,26.02192,0.23358752,0.23651955,0.22982325,2064
421,0.36313397,26.42509,0.4244968,0.51612735,0.54545176,101804
422,0.97241265,10.355257,0.38947734,0.3976851,0.29418844,78183
423,0.59867984,23.300983,0.2653468,0.30563372,0.45186168,1379
424,0.33428624,25.671724,0.2252977,0.23285809,0.29209477,104686
425,0.9640703,8.061404,0.3266203,0.33938453,0.32232115,74551
426,0.855834,18.255991,0.33403835,0.33785176,0.2351786,71017
427,0.31972533,25.776886,0.22954065,0.23410827,0.20473331,137398
428,0.60189754,18.60164,0.48617184,0.4875026,0.11828915,102077
429,0.93709314,14.612816,0.25041947,0.2710377,0.38893855,135278
430,0.68625176,21.581131,0.30810326,0.42385277,0.87158567,47049
431,0.4168812,25.275162,0.21883665,0.22762202,0.2679944,117119
432,0.9435291,11.115973,0.20686091,0.22173175,0.47151893,84365
433,0.90928966,14.92835,0.3106316,0.3218303,0.35969543,13915
434,0.71406585,21.631275,0.4288585,0.4460244,0.38872296,95322
435,0.07876922,27.292582,0.30663913,0.3197184,0.26566666,113633
436,0.5586218,23.580378,0.2578641,0.27516028,0.35782245,102066
437,0.7690482,18.016954,0.2792818,0.32162344,0.51135635,106077
438,0.62897617,19.251526,0.35030138,0.35636353,0.26995966,46341
439,0.89046806,17.426674,0.2705322,0.28827265,0.37918258,16037
440,0.969594,9.881126,0.25358987,0.2587054,0.25548974,39875
441,0.6708246,23.49503,0.6468565,0.6485633,0.17294164,69920
442,0.8016627,19.986227,0.4438819,0.4502332,0.32970843,111315
443,0.791598,13.676237,0.25744924,0.26838863,0.26368243,16068
444,0.9706099,10.290705,0.2600145,0.27200693,0.41036358,104964
445,0.48900244,21.435978,0.25333387,0.2627498,0.35750073,57652
446,0.35469022,23.876146,0.26085445,0.2810055,0.44404155,52960
447,0.86890393,5.2734604,0.48190168,0.49637008,0.25977257,22311
448,0.66965634,21.440884,0.31923956,0.32258534,0.22870527,105304
449,0.85199964,10.282875,0.33762363,0.34471473,0.24079955,35061
450,0.57321054,15.980522,0.30753973,0.33023635,0.41290957,16182
451,0.015325507,16.445606,0.23911263,0.24526525,0.23326856,1662
452,0.61277336,20.114727,0.22514631,0.23401982,0.37312427,90083
453,0.10011466,30.22186,0.39037156,0.39583242,0.17524615,70281
454,0.6619706,20.114,0.251009,0.25614774,0.26009503,33665
455,0.8647998,8.874828,0.32233503,0.32824504,0.2880843,102212
456,0.36501986,19.7475,0.26429716,0.2701042,0.25007695,40612
457,0.97857314,8.012368,0.22568129,0.24334335,0.5032514,103700
458,0.04867287,32.28031,0.80906403,0.81249875,0.17129473,48622
459,0.82274085,16.94025,0.23337804,0.24175075,0.34210002,130470
460,0.31947726,22.775103,0.21885704,0.2390014,0.54421633,58811
461,0.7337999,20.56803,0.2604,0.2886654,0.5359168,83443
462,0.65869087,22.659275,0.28444415,0.29000148,0.24691032,121868
463,0.86973745,19.233873,0.23482433,0.24548665,0.39032185,83272
464,0.9426444,10.715453,0.24870545,0.25611576,0.28264108,118179
465,0.949273,8.3491955,0.2618289,0.30587384,0.5935135,24382
466,0.19839948,29.703096,0.37819213,0.38099542,0.22007759,6267
467,0.84843093,12.07403,0.38128123,0.38418144,0.19278978,121344
468,0.31194627,20.057972,0.46503207,0.4673155,0.14357163,128366
469,0.5140788,25.174053,0.25718194,0.26548454,0.29700541,98349
470,0.1910429,30.054562,0.48884574,0.49314195,0.2738882,3557
471,0.8353903,11.830295,0.34254083,0.3448896,0.17432255,78673
472,0.25232223,20.028503,0.24326368,0.25040963,0.25297165,67036
473,0.59844345,18.507324,0.3182068,0.39481357,0.6019837,90314
474,0.9155832,15.432462,0.2557515,0.26055193,0.2894064,940
475,0.1662858,21.128765,0.294074,0.3030115,0.28033528,60928
476,0.33617508,21.141315,0.23916873,0.25264388,0.43631202,113164
477,0.49052718,20.457476,0.37951455,0.3818304,0.16833334,84492
478,0.45570648,20.047976,0.3654662,0.36740986,0.18089235,12666
479,0.98829424,2.354413,0.3601907,0.47650057,0.633335,105631
480,0.1844303,26.261986,0.19996451,0.2109612,0.34405375,6080
481,0.9841253,10.221961,0.1778399,0.20346832,0.5767278,112172
482,0.1520367,24.452404,0.20982838,0.23539537,0.53203994,138859
483,0.4767871,16.993988,0.4260383,0.4275707,0.15325525,74622
484,0.60125834,16.958212,0.4294457,0.4326774,0.2092386,139914
485,0.5442518,23.89097,0.2776508,0.29399607,0.35163072,83547
486,0.91872776,17.807226,0.28880164,0.29349345,0.3012433,131164
487,0.028795075,22.918543,0.21407782,0.21675098,0.19131288,9691
488,0.5932763,24.09589,0.72097486,0.72391874,0.20189045,28543
489,0.8260569,14.227068,0.24131638,0.25510925,0.5063876,125136
490,0.7878926,13.793733,0.25734174,0.26478523,0.30030662,131652
491,0.6463978,18.433767,0.22445075,0.23514926,0.33046016,108996
492,0.20532067,23.252842,0.29176506,0.30648866,0.26212054,29005
493,0.97677594,8.158229,0.21904571,0.23619747,0.42445773,101393
494,0.9644431,7.3163295,0.28776467,0.29492864,0.30807558,122704
495,0.8992788,10.887625,0.27677312,0.28129256,0.2487881,125106
496,0.46906823,21.150536,0.27265495,0.40545577,1.0028958,75960
497,0.900502,16.006483,0.24003118,0.24343659,0.21117835,36206
498,0.48291755,24.859468,0.2694692,0.3057245,0.40265882,44081
499,0.5534485,19.648323,0.26681364,0.27396747,0.2470171,66888
500,0.36743867,25.060791,0.3160509,0.31791618,0.16680965,90965
501,0.11254361,29.078642,0.26134795,0.28369623,0.4011888,61270
502,0.7996153,12.152144,0.37087217,0.37332782,0.17462762,77429
503,0.83551836,7.239979,0.24240625,0.26068288,0.3919754,124891
504,0.36025137,25.309942,0.23134136,0.23905241,0.3311226,21114
505,0.3092958,27.611074,0.3988728,0.4002728,0.13831599,12097
506,0.57669336,12.65129,0.32000378,0.3225815,0.16992757,89472
507,0.518526,19.97889,0.6216082,0.6240617,0.16482972,77221
508,0.72394794,20.154459,0.20893359,0.21862468,0.4458563,95413
509,0.9564389,9.109828,0.27242395,0.30015045,0.43811324,100996
510,0.6937274,22.9943,0.3045525,0.31103653,0.26827884,17485
511,0.8913892,12.079499,0.37830257,0.383051,0.26912144,3401
512,0.56460273,22.896826,0.51076835,0.5120907,0.147964,60254
513,0.96642226,6.505414,0.3261024,0.35012406,0.34620205,136754
514,0.04299533,28.241432,0.43329823,0.43676203,0.18029302,53545
515,0.71697736,22.600525,0.34604067,0.4576096,0.6331878,113601
516,0.6291179,23.407984,0.270446,0.28097823,0.38807705,53116
517,0.127303,26.036758,0.21456872,0.2284461,0.3563548,119683
518,0.20740697,25.58758,0.291301,0.29386115,0.15171261,25525
519,0.99078375,8.451201,0.22205076,0.24228019,0.4494483,74800
520,0.6274624,23.354504,0.24172638,0.25170487,0.2714628,113879
521,0.20115994,29.14764,0.46051162,0.46329418,0.20273778,69146
522,0.75980604,14.048605,0.25357798,0.25748354,0.23213936,88632
523,0.8724896,20.812439,0.36634177,0.36842424,0.19080688,37447
524,0.2899978,28.369846,0.58686805,0.5926722,0.26539946,43816
525,0.097351626,24.46244,0.28402218,0.30884877,0.5081417,100272
526,0.22519776,25.94654,0.20812334,0.235612,0.4375678,76662
527,0.99415547,4.384458,0.25930282,0.3013697,0.58215326,34621
528,0.99255604,1.8965497,0.511681,0.76698846,0.7937462,64552
529,0.45041785,26.10022,0.33895403,0.34417996,0.21740223,4130
530,0.82990533,18.61961,0.2094308,0.24673145,0.59679496,100772
531,0.6015729,21.649431,0.3594494,0.3744892,0.317012,37382
532,0.8989567,8.576449,0.25781804,0.27081344,0.41956142,135707
533,0.97416437,6.6567287,0.33006704,0.33978084,0.37641975,14776
534,0.2479822,28.440626,0.21846165,0.22998716,0.33792156,52567
535,0.97036743,12.073354,0.18807729,0.22315034,0.7935803,51687
536,0.4918897,25.352304,0.38324153,0.39241588,0.3144274,37153
537,0.23385225,29.57408,0.7288262,0.729597,0.1049654,1655
538,0.36633575,23.410688,0.60417295,0.6083877,0.20875104,107023
539,0.92047703,8.371471,0.23864922,0.2550316,0.4254453,83835
540,0.84024227,14.098247,0.412862,0.4345449,0.42084295,110879
541,0.5088033,21.498247,0.27294868,0.28468412,0.369901,129267
542,0.034575075,29.888807,0.70585346,0.7071043,0.11547966,80496
543,0.8334814,13.234088,0.280433,0.28704214,0.25779453,20174
544,0.939248,4.6200237,0.27246633,0.27961096,0.26598975,31774
545,0.40796944,21.9051,0.22408827,0.29959115,0.75054085,2806
546,0.20663439,26.539753,0.9282647,0.92886984,0.075227804,79908
547,0.815775,15.545132,0.28129026,0.3031637,0.41173542,29620
548,0.7266238,20.732729,0.22863391,0.23594843,0.4044834,50703
549,0.8360564,17.863283,0.36408868,0.37812954,0.40307897,108487
550,0.24724793,26.48304,0.33372656,0.36532095,0.48030734,137915
551,0.98803884,6.116672,0.22070016,0.23958364,0.44861326,58438
552,0.7788192,18.200243,0.29903224,0.31870311,0.43272537,21143
553,0.930598,14.218661,0.18666604,0.2013833,0.5146873,49832
554,0.4122784,19.964928,0.22994068,0.25961086,0.41013217,9621
555,0.36652547,25.000937,0.33578712,0.34686038,0.26807517,90382
556,0.5745502,22.54313,0.4191703,0.42043617,0.15435867,104374
557,0.48853737,18.768845,0.23619995,0.25528818,0.31242603,102897
558,0.1699406,28.404053,0.545037,0.5469396,0.13961226,54633
559,0.6315362,20.097155,0.38572633,0.3903929,0.23717067,70060
560,0.92987037,15.045594,0.37743837,0.38207573,0.24619722,102016
561,0.7942748,17.296724,0.28271684,0.29130936,0.33616364,49983
562,0.8300228,18.867785,0.30040523,0.30494532,0.28056476,46417
563,0.53584135,23.69682,0.28008547,0.28281537,0.20950103,103676
564,0.82662374,17.281738,0.2485447,0.26954558,0.40305954,104307
565,0.556569,21.1384,0.24153994,0.24434067,0.19871552,91888
566,0.99202263,5.4880505,0.25867078,0.2673578,0.37014934,129660
567,0.36798972,24.716265,0.26536438,0.2838323,0.36910075,68192
568,0.15887499,26.643608,0.33000398,0.33297437,0.21469231,12639
569,0.24419552,24.24337,0.2576526,0.27031475,0.35851282,100153
570,0.91865546,12.471125,0.35718575,0.36350662,0.2668871,70656
571,0.43275505,23.107105,0.25684872,0.26370314,0.27922386,123777
572,0.7686641,21.870243,0.43748,0.44281736,0.27633426,79970
573,0.44586882,22.929441,0.31668133,0.33990926,0.3637202,83530
574,0.99352896,5.4803944,0.19955805,0.24271014,0.7340186,50999
575,0.62766373,21.978476,0.20862669,0.22099835,0.48816904,125945
576,0.17537346,23.672255,0.27379435,0.31168753,0.5252819,27314
577,0.8555595,12.950553,0.2405056,0.25330868,0.34123018,69269
578,0.25485057,27.649908,0.45685756,0.46346062,0.21556951,108908
579,0.8427517,12.5081,0.26804525,0.2852381,0.436076,139818
580,0.63105476,24.87715,0.29275542,0.2964441,0.26472098,98508
581,0.78773725,19.940672,0.39074472,0.39235625,0.18346275,59867
582,0.9533724,9.861614,0.23027451,0.25247434,0.56449246,107960
583,0.26744822,29.145437,0.534603,0.5358465,0.11039409,113742
584,0.95122933,10.09479,0.29022178,0.29607192,0.26129594,40824
585,0.41190627,22.834793,0.32805955,0.33040127,0.16550323,134630
586,0.9363359,11.504751,0.27798116,0.29334202,0.35795787,78969
587,0.8009974,13.38691,0.33836082,0.3412181,0.18231064,68142
588,0.47696835,25.903982,0.5846743,0.59656215,0.34771103,111405
589,0.90631706,14.551181,0.25665516,0.28955525,0.47952405,2797
590,0.32539976,26.988537,0.77491575,0.77859867,0.21702033,83146
591,0.33455402,22.401274,0.2727487,0.27979276,0.3171873,91207
592,0.7346471,12.456335,0.31691405,0.32659796,0.26441398,9929
593,0.6582459,23.619196,0.2640903,0.2720891,0.2966313,87728
594,0.32047957,28.294926,0.63296336,0.63457644,0.1587935,12919
595,0.8896298,19.973223,0.3568901,0.36138672,0.2740659,130288
596,0.8334441,17.898413,0.39724222,0.40248412,0.28895807,37943
597,0.7024166,22.61972,0.5739068,0.5819679,0.261467,89595
598,0.2892659,20.376766,0.24822108,0.2643944,0.3343902,123810
599,0.8969147,14.729623,0.26725742,0.27222648,0.24398555,35838
600,0.68587065,16.724934,0.2235358,0.23076867,0.31767005,77590
601,0.1463244,24.497746,0.29790226,0.32059744,0.3295305,30470
602,0.9592805,12.925335,0.22379889,0.24815561,0.546064,27360
603,0.30424413,21.371769,0.3089149,0.31567028,0.22173005,115410
604,0.7971967,15.311357,0.30972338,0.31354976,0.20261912,128538
605,0.062754646,27.072792,0.45650977,0.48401707,0.3588983,50502
606,0.6605614,11.977976,0.25165686,0.25589105,0.20482118,100812
607,0.2617722,22.352373,0.28599292,0.28818053,0.19848569,121745
608,0.95601225,11.907859,0.19964951,0.2385509,0.57430327,90430
609,0.0067370525,29.635548,0.30677193,0.30984873,0.17768624,113420
610,0.41429013,21.78199,0.26912236,0.28383508,0.30641672,97861
611,0.75914407,19.163265,0.27024958,0.27579156,0.2775482,127102
612,0.94115186,14.36936,0.23768744,0.24619175,0.34416538,19167
613,0.428266,26.549637,0.7042726,0.7059732,0.1516048,55245
614,0.97351927,4.7573614,0.31469178,0.34727067,0.37109524,48338
615,0.7796087,8.582299,0.31954214,0.32732004,0.27324918,125492
616,0.4757294,25.9048,0.27964148,0.281631,0.149555,70463
617,0.062054276,31.767565,0.57117265,0.5760272,0.17619276,78246
618,0.05178229,30.338377,0.93121284,0.9315458,0.046954427,2696
619,0.3673673,23.782982,0.242593,0.3091599,0.71257186,111402
620,0.8497569,19.334507,0.19922595,0.22343221,0.47987142,11879
621,0.56735057,21.497921,0.4731077,0.47618183,0.20162503,84596
622,0.46995777,24.662842,0.3164217,0.3183237,0.16049322,68689
623,0.30118528,22.472153,0.26837012,0.27313685,0.24924564,46126
624,0.07225859,27.3179,0.3942051,0.42144302,0.39558935,107742
625,0.04066832,29.331545,0.56394607,0.56808996,0.18306577,25060
626,0.36496246,23.868633,0.27883738,0.28412932,0.27350235,39402
627,0.19365644,23.961311,0.20566729,0.21187723,0.28184748,61296
628,0.21893464,25.505432,0.2872557,0.3031009,0.3264603,75973
629,0.9739017,11.372887,0.22634445,0.2731191,0.83081764,53509
630,0.6010825,22.482584,0.23166527,0.24494222,0.34047782,39250
631,0.7535858,20.614689,0.19494088,0.20822044,0.40048322,25624
632,0.86698025,19.450756,0.41552997,0.41746053,0.16887243,103645
633,0.8654767,16.102531,0.26276374,0.28100514,0.43802258,128371
634,0.9855545,4.388352,0.26869288,0.29079586,0.4193577,2650
635,0.12343894,17.995314,0.25462866,0.2616309,0.21330401,137164
636,0.86187357,10.900923,0.25419953,0.26405042,0.31313014,31437
637,0.96857846,9.450259,0.24510393,0.28640524,0.52477336,101233
638,0.5628802,20.709646,0.21782602,0.22205868,0.30619943,3963
639,0.15930204,22.646526,0.23189345,0.24530265,0.2915048,53892
640,0.14187954,30.089148,0.3123196,0.31520227,0.21212779,117653
641,0.93264836,16.124361,0.2681512,0.2715137,0.23229906,131891
642,0.64984494,21.96659,0.22937779,0.2668561,0.3946374,12908
643,0.86029714,16.484114,0.29549626,0.30289778,0.339715,53915
644,0.17102456,24.165997,0.5994839,0.6005712,0.124235734,73861
645,0.5905001,23.315342,0.7941955,0.8007459,0.26402217,44613
646,0.5628404,24.344662,0.3569491,0.36199102,0.24322933,988
647,0.94953763,11.079328,0.23485743,0.24263023,0.24975216,110286
648,0.182499,23.083523,0.21311751,0.21978803,0.26806578,45176
649,0.79918003,19.814804,0.3575659,0.36507872,0.27241305,24962
650,0.8602925,16.143923,0.19769433,0.2019675,0.26977336,98676
651,0.27085182,25.037786,0.29450196,0.32795072,0.48865393,34672
652,0.17427784,25.842402,0.21001062,0.22250748,0.3726597,114589
653,0.7473209,18.637589,0.2889062,0.2992221,0.37170115,58694
654,0.6587219,22.447256,0.29350454,0.30304283,0.35430518,32067
655,0.92100173,7.612123,0.27558297,0.28205022,0.27791792,1302
656,0.8053286,11.973825,0.36332873,0.36690575,0.19399132,911
657,0.78544974,19.110508,0.2503496,0.264695,0.40212587,18919
658,0.61314756,20.604382,0.54873514,0.55470836,0.27629018,90950
659,0.17349294,25.114897,0.7663895,0.7693599,0.16830127,45949
660,0.6613964,24.007174,0.53431284,0.5361736,0.1349038,19061
661,0.9350634,14.210244,0.29717025,0.30693743,0.35884506,30409
662,0.9727905,8.580047,0.18281254,0.19683442,0.42691994,16536
663,0.57834965,23.053211,0.25177988,0.26047269,0.3380977,29288
664,0.93306065,9.761845,0.30969554,0.31368032,0.23431548,57615
665,0.14738007,28.482708,0.91278386,0.9132182,0.07558972,69016
666,0.42430085,25.802114,0.40080956,0.40602532,0.30922204,10763
667,0.22231221,24.781895,0.58880574,0.5920002,0.19048919,40434
668,0.28896764,27.589819,0.43257973,0.4363762,0.22045971,123941
669,0.40734175,23.834337,0.39806083,0.44932052,0.5413495,123298
670,0.8074876,17.271378,0.27987647,0.28294185,0.25962916,30053
671,0.6053704,21.312756,0.5044568,0.5186435,0.33066615,58728
672,0.7761057,20.365795,0.19952007,0.21180972,0.37084657,66456
673,0.9705888,10.343152,0.29648733,0.3202598,0.45691204,41579
674,0.9485041,14.108398,0.2231568,0.2464392,0.49283993,64745
675,0.19525152,30.35674,0.55621165,0.55973035,0.25542262,137958
676,0.06893155,28.784948,0.2980198,0.29936898,0.17686048,48932
677,0.99077934,8.270407,0.19196244,0.20209584,0.36545885,49647
678,0.79923725,18.130651,0.35333124,0.3601387,0.24270606,15236
679,0.93396425,10.034842,0.2970408,0.30247214,0.30064937,65673
680,0.9609867,12.847464,0.48307595,0.4869006,0.22947106,57688
681,0.36801112,23.78781,0.26816574,0.2833294,0.43842283,137202
682,0.71494704,17.858223,0.23654655,0.25577214,0.37258565,61185
683,0.9915586,7.006035,0.1929311,0.22572498,0.639522,43300
684,0.57920337,23.377485,0.37148663,0.38123122,0.38092202,129982
685,0.8116477,13.875265,0.26519343,0.2828263,0.36613455,126889
686,0.09511676,22.461796,0.40238678,0.40461972,0.12943128,12773
687,0.3960004,25.777498,0.29386696,0.3013947,0.30281806,100606
688,0.4796985,24.73689,0.55573946,0.567465,0.28139156,69929
689,0.80910057,18.508072,0.20964913,0.21808238,0.38087255,137309
690,0.496637,24.24041,0.5056748,0.5106752,0.24811354,21863
691,0.76095283,18.804876,0.20807086,0.21804179,0.33175653,125720
692,0.64581686,15.556148,0.25686237,0.26566476,0.26571038,114621
693,0.9151379,12.926447,0.1997188,0.2055792,0.2844627,14305
694,0.37801126,26.988708,0.23655222,0.2396197,0.19094047,125196
695,0.91282207,16.717255,0.24728583,0.2502825,0.21766427,37242
696,0.27616337,23.65038,0.19031784,0.21620676,0.5380394,60535
697,0.59593415,15.550814,0.28072625,0.28918037,0.28936926,85628
698,0.96355516,12.096337,0.23516595,0.24711229,0.37640205,98426
699,0.98085135,5.747394,0.19508187,0.20745306,0.31964758,56792
700,0.4680798,24.749275,0.40795985,0.41045117,0.20566677,58449
701,0.71889484,22.051268,0.48240465,0.4856448,0.20729472,118897
702,0.22795749,25.877628,0.5139555,0.5145583,0.09249924,24381
703,0.90570945,9.296479,0.43487218,0.44293344,0.27423662,124366
704,0.18210131,29.992968,0.56518316,0.56629306,0.14215466,104545
705,0.8495493,16.616158,0.27957463,0.28391567,0.25588733,19482
706,0.9215299,5.713529,0.2643134,0.2739288,0.2955867,69482
707,0.27573404,23.011116,0.6560122,0.6591758,0.16336855,109697
708,0.8622685,8.519239,0.28420258,0.2892603,0.20997639,13163
709,0.19886526,25.066118,0.19675383,0.21666636,0.5491437,21756
710,0.9755264,6.7030206,0.20579168,0.21268742,0.30410117,55855
711,0.03093618,27.015682,0.4052048,0.41503423,0.28771064,71436
712,0.25663862,24.073792,0.48857486,0.4938723,0.27663612,3488
713,0.37551528,23.664787,0.48969874,0.49680102,0.2632934,88527
714,0.44112176,20.933249,0.28293812,0.28689262,0.24546087,97067
715,0.0660849,29.342728,0.31974488,0.3270311,0.28220826,76062
716,0.6305837,24.962725,0.40436742,0.4105566,0.22126126,45199
717,0.9460164,5.712701,0.26232114,0.27754635,0.35810623,64676
718,0.122711554,27.602333,0.29656005,0.303002,0.22309849,129728
719,0.21347836,30.154163,0.6193803,0.6209859,0.15370548,67282
720,0.7837793,17.974567,0.39782348,0.39956695,0.16181608,139772
721,0.22988173,26.720173,0.22409628,0.23886372,0.36112475,128213
722,0.33215523,23.907267,0.23452787,0.23566322,0.14522482,97773
723,0.8791462,5.8812275,0.27350503,0.28128216,0.30898508,27442
724,0.9512979,7.557986,0.2735986,0.32613438,0.65719795,91024
725,0.36439523,23.138187,0.27518603,0.2855157,0.27424112,130877
726,0.5353737,25.961458,0.42238605,0.42528588,0.19260523,136110
727,0.329764,27.615551,0.3461752,0.37103602,0.3405027,112895
728,0.3461275,25.014786,0.4804868,0.48979822,0.28969485,122922
729,0.15579304,25.512444,0.21662425,0.21849175,0.20467652,107929
730,0.96207917,10.52854,0.19534951,0.24053334,0.7246744,113637
731,0.92533064,17.275572,0.51255894,0.5192822,0.263426,96930
732,0.63458794,20.49717,0.23320682,0.2853689,0.5536647,93972
733,0.28102356,26.616869,0.47735384,0.48087215,0.21912508,56965
734,0.8584845,17.545712,0.25552782,0.30308685,0.5390641,31551
735,0.94056726,12.368313,0.20894487,0.2385528,0.64497226,41957
736,0.6789212,20.249977,0.44709453,0.449261,0.16402584,89703
737,0.9492476,13.88194,0.19837923,0.2452453,0.6697798,62692
738,0.042134393,28.519365,0.41700473,0.4188601,0.16348727,133095
739,0.66399384,18.517868,0.27633017,0.28149956,0.23333858,38025
740,0.31443456,27.897131,0.35374594,0.3999178,0.47618893,120024
741,0.11566569,25.263535,0.27474204,0.28992954,0.41867027,117063
742,0.28424543,28.624516,0.5841926,0.5871004,0.1786869,9469
743,0.624487,23.049679,0.26250497,0.27551338,0.3556491,69116
744,0.9867491,6.256563,0.25242615,0.26772958,0.48691654,54054
745,0.96383125,3.6828706,0.2757874,0.282905,0.2231898,110875
746,0.63223654,14.575602,0.26232326,0.2658193,0.23566844,38872
747,0.32402557,25.24644,0.4600338,0.47161618,0.27236578,83664
748,0.92891383,11.326196,0.40738854,0.41093522,0.18929538,51150
749,0.62068605,22.319551,0.35467276,0.35942963,0.2729082,12280
750,0.51407087,18.037323,0.3022026,0.30379167,0.16269009,108089
751,0.8272738,17.09672,0.19333977,0.20690589,0.32910386,8144
752,0.9386853,12.858724,0.2613711,0.26773545,0.259314,83737
753,0.7206576,18.339954,0.2757548,0.28168714,0.2787962,2565
754,0.2297464,26.58047,0.27985048,0.28195795,0.1630385,1796
755,0.7052057,20.965828,0.3057663,0.30781746,0.15573308,54159
756,0.9179486,15.312695,0.26894796,0.27347046,0.24368086,83809
757,0.7188212,23.282179,0.26146644,0.27154002,0.28852347,36966
758,0.561989,23.860765,0.31856877,0.3219168,0.23131114,85630
759,0.34047797,23.237242,0.21820621,0.22101076,0.20919298,71935
760,0.9386763,8.173751,0.25781628,0.31843534,0.66513956,36591
761,0.18791723,28.928452,0.46270692,0.46781167,0.23167673,73724
762,0.9812449,5.1715565,0.23413822,0.24592929,0.36784026,32123
763,0.8288601,6.4539657,0.2535195,0.2769209,0.4444916,46898
764,0.030538395,27.569656,0.24240702,0.281182,0.43246186,22971
765,0.11710492,23.78434,0.2717382,0.29609716,0.3858561,112596
766,0.6824019,21.66604,0.4960711,0.5092071,0.32594162,102892
767,0.058273792,25.544632,0.2265509,0.22845492,0.15778206,129342
768,0.60164493,18.015358,0.29304653,0.29804865,0.22421816,97793
769,0.88633156,6.357116,0.24697702,0.26263988,0.41662005,39591
770,0.6133823,21.855005,0.34501153,0.3616968,0.31182456,117298
771,0.3678344,26.228338,0.20010921,0.20996815,0.38456494,117812
772,0.78991586,21.76208,0.41703415,0.42052573,0.2053714,103496
773,0.52076787,24.395554,0.34825858,0.3773273,0.46659917,119873
774,0.20612553,24.561184,0.34922385,0.3544411,0.27720395,34710
775,0.7558086,21.024445,0.19105119,0.20548974,0.40307555,87102
776,0.9797903,9.041464,0.25412706,0.27075157,0.44774666,39745
777,0.6189152,21.972467,0.44038516,0.45807207,0.39580497,112312
778,0.947948,3.591769,0.29131505,0.29871163,0.22402523,8528
779,0.15414824,22.994436,0.29066956,0.30404016,0.29651284,139865
780,0.6398945,22.05278,0.8401244,0.84324545,0.13910647,9519
781,0.8524211,20.508192,0.51523894,0.5205988,0.23249274,117984
782,0.55218023,24.239046,0.3381311,0.3438967,0.24177964,43991
783,0.109907046,27.197996,0.2489474,0.25129956,0.22078718,50769
784,0.98097515,3.5607574,0.30584252,0.33464316,0.4137086,131704
785,0.8632484,16.21423,0.2375223,0.2494248,0.3468818,13949
786,0.8162877,18.553108,0.26423275,0.27976727,0.36892626,25115
787,0.8281579,13.349785,0.23719877,0.24403088,0.28638783,9668
788,0.46817136,26.198893,0.7820694,0.7839202,0.1551131,118781
789,0.20286459,24.783894,0.25130647,0.25439805,0.22871582,138363
790,0.8458292,10.793976,0.2341862,0.26530603,0.4764667,51574
791,0.59946287,18.974316,0.33837765,0.3460698,0.216998,98863
792,0.9373911,16.300276,0.2874041,0.32877862,0.4868762,13655
793,0.8987009,18.045307,0.34844077,0.36515146,0.39374682,54571
794,0.2328298,30.245413,0.72353137,0.7243967,0.09887269,42628
795,0.16896933,29.494652,0.79489785,0.79545385,0.08396156,103339
796,0.9247539,13.45453,0.17261249,0.18057151,0.39268345,12017
797,0.8935061,11.393676,0.25939396,0.27400625,0.3454277,81184
798,0.8867507,14.301664,0.30862877,0.3150049,0.27876002,33584
799,0.5463082,22.130613,0.26028532,0.2919428,0.5216134,98409
800,0.7600074,21.52298,0.3435528,0.36944008,0.43983027,19140
801,0.7560368,21.14094,0.20551921,0.2449898,0.6957994,36901
802,0.043909617,26.439438,0.7142151,0.7172091,0.19399683,69549
803,0.7745928,18.071827,0.28031263,0.28804195,0.28805438,50737
804,0.34329212,23.436014,0.22104931,0.24408455,0.38102192,45792
805,0.84442824,13.998455,0.2684468,0.28938195,0.38597345,94805
806,0.9756968,4.10861,0.23732993,0.26804554,0.44013456,107666
807,0.12962247,23.602514,0.21902262,0.2332851,0.41558295,25569
808,0.3101753,23.487408,0.2575705,0.26371363,0.24062292,69523
809,0.87900984,9.316039,0.31491244,0.3329897,0.29915458,22608
810,0.064878836,31.469406,0.75907326,0.7605523,0.11988958,85613
811,0.8943548,13.768606,0.20110166,0.20826755,0.33838266,87981
812,0.26506937,22.355143,0.41623527,0.42139706,0.22063069,24963
813,0.72885317,22.412672,0.40898433,0.41206267,0.23607117,97900
814,0.9248006,11.521874,0.29261085,0.29581004,0.20646437,117651
815,0.96879435,6.4071527,0.54232293,0.56144506,0.40083265,105978
816,0.9064004,6.6817904,0.32303593,0.3412825,0.34834883,108480
817,0.7450477,18.427143,0.23142125,0.24416064,0.3697407,2985
