method,target_id,dataset_index,neighbor_index,neighbor_context_distance,eta,target_eta,abs_err_eta,tau_transfer,target_tau_transfer,abs_err_tau_transfer,ipr,target_ipr,abs_err_ipr,purity,target_purity,abs_err_purity,c_l1,target_c_l1,abs_err_c_l1
nearest_neighbor_baseline,0,33458,5802,1.3532538414001465,0.7570713758468628,0.7584671,0.0013957241531371567,14.370298385620117,13.679777,0.6905213856201176,0.22676751017570496,0.24725586,0.020488349824295038,0.23907333612442017,0.26755,0.028476663875579844,0.40737399458885193,0.47606024,0.0686862454111481
nearest_neighbor_baseline,1,74123,18570,1.4754925966262817,0.16082249581813812,0.19029836,0.029475864181861877,30.532928466796875,29.206373,1.3265554667968757,0.6612499952316284,0.668512,0.007262004768371577,0.6628745198249817,0.67043525,0.007560730175018349,0.14959800243377686,0.12942995,0.020168052433776867
nearest_neighbor_baseline,2,57950,41876,2.1918509006500244,0.32612505555152893,0.27761433,0.04851072555152891,20.45924949645996,16.832853,3.626396496459961,0.3500417172908783,0.26614442,0.0838972972908783,0.39374300837516785,0.30238298,0.09136002837516782,0.43121492862701416,0.5041054,0.07289047137298588
nearest_neighbor_baseline,3,132514,100048,1.0139374732971191,0.8530551791191101,0.8215711,0.03148407911911011,19.32577896118164,20.109015,0.7832360388183588,0.2243964970111847,0.26017472,0.035778222988815334,0.23000967502593994,0.27023384,0.04022416497406006,0.2956467866897583,0.29238144,0.0032653466897583083
nearest_neighbor_baseline,4,16005,104619,1.2909250259399414,0.9641436338424683,0.9542749,0.009868733842468225,7.038722038269043,7.8531504,0.8144283617309567,0.2409573793411255,0.23684888,0.004108499341125477,0.2575356960296631,0.24990356,0.007632136029663089,0.44727230072021484,0.3851833,0.06208900072021484
nearest_neighbor_baseline,5,117269,75309,1.033724069595337,0.8599907755851746,0.8926104,0.032619624414825465,14.8676176071167,17.333122,2.4655043928833003,0.2589794397354126,0.20670004,0.052279399735412596,0.2722717225551605,0.21893375,0.05333797255516051,0.3922550678253174,0.43974382,0.047488752174682625
nearest_neighbor_baseline,6,79622,85330,1.281130313873291,0.8865572810173035,0.9328691,0.04631181898269654,6.692958354949951,6.2080483,0.48491005494995143,0.28452780842781067,0.2524332,0.032094608427810645,0.2946801483631134,0.26191923,0.0327609183631134,0.2930765748023987,0.3260561,0.032979525197601334
nearest_neighbor_baseline,7,3648,113830,1.1834955215454102,0.9695889949798584,0.9816332,0.012044205020141585,6.555564880371094,5.389304,1.1662608803710937,0.2059338092803955,0.2285614,0.02262759071960449,0.22125382721424103,0.24210514,0.02085131278575897,0.3577940762042999,0.4024908,0.044696723795700055
nearest_neighbor_baseline,8,71597,82023,2.000840902328491,0.975189208984375,0.99189395,0.016704741015625024,3.5563557147979736,2.958586,0.5977697147979737,0.33737730979919434,0.3242428,0.013134509799194338,0.47867023944854736,0.39422894,0.08444129944854734,0.7081085443496704,0.7152921,0.007183555650329576
nearest_neighbor_baseline,9,15184,4490,0.9185114502906799,0.9393200278282166,0.9380948,0.0012252278282165463,14.473809242248535,15.09445,0.620640757751465,0.22483088076114655,0.21274278,0.012088100761146553,0.23191365599632263,0.22207873,0.00983492599632263,0.31961560249328613,0.37097368,0.05135807750671384
