method,target_id,eta,tau_transfer,ipr,purity,c_l1,target_eta,target_tau_transfer,target_ipr,target_purity,target_c_l1,dataset_index,abs_err_eta,abs_err_tau_transfer,abs_err_ipr,abs_err_purity,abs_err_c_l1
model,11,0.541299350203145,21.780375190282104,0.24058463342054093,0.26212502844971863,0.4928704300903375,0.58143514,20.258993,0.23310496,0.26235133,0.45395133,72301,0.040135793744456305,1.5213820414783932,0.007479674290253757,0.00022630564528258734,0.03891910109749386
model,14,0.48332509893257625,23.29310160014436,0.20418931233787968,0.21921058012234249,0.484278284036369,0.56644064,22.261204,0.2002014,0.22082578,0.4909403,56719,0.08311554294745915,1.0318978342752203,0.003987905262951397,0.0016151963354440746,0.006662018574028317
model,10,0.32199761377387187,19.387826972452746,0.25752518173450395,0.2792529802337621,0.51419841966063,0.3533679,15.903919,0.26431936,0.2954089,0.5033014,116513,0.03137028111405232,3.483907752482043,0.006794178521691119,0.016155924318697612,0.010897037595810621
model,8,0.9890711370987084,3.224078297100043,0.3237642579261598,0.39020719129037756,0.6993277783754445,0.99189395,2.958586,0.3242428,0.39422894,0.7152921,71597,0.0028228100257727817,0.2654923195457215,0.00047854254800705487,0.004021743951321655,0.015964317762556024
model,17,0.8467787506123408,20.28361315019083,0.5476060869371493,0.5554248961021547,0.28036574236492645,0.8213266,20.952593,0.45154494,0.46469358,0.2972435,116679,0.025452137186132262,0.6689796995406141,0.09606114646550012,0.09073132000466633,0.0168777633513974
model,15,0.8499120316090167,15.984204344615065,0.3488232094380404,0.3552840038779078,0.2884013161923528,0.8357882,15.258431,0.35309833,0.35740274,0.2472404,6689,0.014123841244179092,0.7257729099837178,0.0042751234438870855,0.0021187380311192827,0.04116092183848624
model,16,0.9702660344755751,3.225286111653787,0.32920619363401166,0.34062406850924914,0.3459512249822142,0.97950435,3.3362637,0.2791093,0.30948865,0.4676934,100831,0.009238312371959045,0.11097754496242374,0.05009689445111981,0.03113541437259143,0.12174216347985245
model,18,0.09522624533455762,28.99430134168154,0.4136373352909978,0.4205478125486182,0.19679198369889997,0.07165852,30.52825,0.41275868,0.42202425,0.2335222,101305,0.02356772344391736,1.5339483989190477,0.0008786570931370585,0.0014764374818993509,0.03673022284597613
model,22,0.11958482353585567,24.955423912521013,0.3291274753774525,0.33220647843482076,0.1998663880028698,0.14017388,27.405123,0.50211406,0.5138985,0.28082356,23074,0.020589058710161784,2.4496988444369947,0.17298658216344104,0.18169201342461527,0.08095717056608467
model,13,0.7794693973750931,18.98126046058459,0.36365586742305356,0.4157273207016394,0.5552540740291007,0.6999377,19.408997,0.30825895,0.37106785,0.69473225,8656,0.07953169614981237,0.4277361214466602,0.05539691671275693,0.04465946891979433,0.13947817475401092
model,19,0.489055039181258,22.748830499130737,0.2828297090385574,0.2904325863255489,0.35930309084148215,0.44525677,25.671879,0.3178487,0.32355633,0.26838478,84681,0.04379826952412297,2.923048315566529,0.03501900316732942,0.03312374745473978,0.0909183063814144
model,21,0.9254797462194652,11.733624435298218,0.19496617702563032,0.2037629365673336,0.392626705686963,0.90898746,11.489827,0.19924553,0.2113309,0.39048547,123859,0.016492283698865795,0.24379727923132322,0.0042793503610350225,0.00756796898934517,0.0021412401603821962
model,20,0.11107680071130548,26.451350702063728,0.384863743535735,0.38709088142759057,0.1641392336782415,0.11241332,27.629997,0.3617695,0.36447397,0.1772296,29614,0.0013365162537976732,1.178646551354241,0.023094246141173225,0.022616912683312618,0.013090364486316924
model,26,0.11959845946621082,27.410553325946264,0.20892347040586387,0.2265337647886242,0.3680549117917787,0.17486508,27.49588,0.2087741,0.24231182,0.4174216,16026,0.05526662244010784,0.08532680100686107,0.00014936569147025458,0.01577805559921608,0.04936669737150562
model,23,0.9189567237027129,10.937257438763872,0.25622438108761675,0.2865793918671113,0.4182317706656728,0.96750814,10.810547,0.21717158,0.2430961,0.46855432,39388,0.04855141352339187,0.12671056376387213,0.039052801488236255,0.04348329356331643,0.050322547285529595
model,24,0.6506552772768621,15.5228486662321,0.22932916803882192,0.2544779506692959,0.5343943322936128,0.57894224,12.69378,0.24781907,0.27554154,0.46762252,43478,0.07171303799234674,2.829068720858565,0.01848989800884654,0.021063593291275384,0.06677181375418406
model,30,0.9483292385846367,7.115525523798176,0.529995898899909,0.5321549139442502,0.1250530227804503,0.95581746,7.8988957,0.5376967,0.5409289,0.19346185,54231,0.007488222429157254,0.7833702167108569,0.007700820269707753,0.008773986297601621,0.06840882750507979
model,31,0.8497065154544855,15.816161715169777,0.2303504112792074,0.24062603730244278,0.3780583324309094,0.8265191,18.020243,0.25307313,0.26497865,0.3731522,88946,0.02318744339866885,2.204080975870262,0.022722714798444565,0.024352609929612884,0.004906136023591301
model,29,0.8374173292155505,17.352944529593906,0.36602991637523824,0.37160881385747624,0.23880142975062107,0.95448196,11.806327,0.35742295,0.362317,0.25927675,64630,0.11706463012740609,5.546617663444003,0.008606968491632283,0.00929181799833012,0.02047531795293117
model,27,0.7463030087756413,15.360861716795164,0.4791577425842047,0.4971987164940886,0.36961695215476714,0.83776194,10.556422,0.49969897,0.5153278,0.32517964,107466,0.09145892979628867,4.804439483213621,0.020541224157357207,0.018129094747061314,0.04443731567634307
model,25,0.23051490654437018,25.805485402697883,0.3545034286443546,0.36816959541186656,0.31752605542000184,0.14926344,27.982382,0.34924078,0.36339417,0.30188543,20356,0.08125146498171759,2.176896417980828,0.005262648767645595,0.0047754244123395795,0.01564062937553773
model,35,0.9729546684470818,11.94140515452932,0.24358403269043055,0.25046444250740524,0.3137373806155246,0.9604588,10.726496,0.26803547,0.27506015,0.2394322,107298,0.012495853349272945,1.214909411731469,0.02445143874893102,0.02459570453963761,0.07430517982607299
model,32,0.30262227965225064,29.363783037629045,0.35427022257351876,0.36469605220572454,0.3312143758763179,0.4251765,26.881758,0.34101763,0.3654213,0.4346095,53973,0.12255422162185825,2.48202530142299,0.013252588896989825,0.0007252429602910837,0.1033951266776219
model,36,0.6420685388823592,21.977787462019265,0.22761652573262184,0.23134239272627108,0.2390196775304928,0.74816424,20.599714,0.2153853,0.22379883,0.30053902,438,0.10609569766320359,1.3780731828444601,0.012231222831353833,0.007543566389410422,0.06151933919314001
model,28,0.7746400494834623,21.982775926176288,0.23868704418004455,0.2534310275005773,0.395001667966165,0.85911524,20.116085,0.22340457,0.23826282,0.37446204,966,0.08447519347460652,1.8666908736860535,0.015282472766050714,0.015168210236974067,0.02053962968758527
model,38,0.9390574690914704,10.731985556872658,0.21349002488687902,0.21882446901210437,0.2503825833554598,0.9171716,11.977125,0.21092434,0.21796142,0.2701651,7605,0.02188587161069644,1.2451396109740216,0.0025656826122131826,0.0008630533636439786,0.019782502437081684
model,33,0.2663103697556052,28.939126350232502,0.5136673176198318,0.5152293261568289,0.1579417641597642,0.26906386,29.479458,0.47149256,0.47205588,0.08023107,3780,0.0027534904223885937,0.5403315049921069,0.04217475890210409,0.04317344394132905,0.07771069364127053
model,34,0.6772659714903123,17.662534582867238,0.33246096491267163,0.33659217729890334,0.20486490146389533,0.7910845,8.753873,0.32675344,0.330872,0.18104318,33369,0.11381855647904804,8.908661711468312,0.005707527393598144,0.005720178035139911,0.023821723620801455
model,41,0.2812782838782128,27.638051555496837,0.2602274786647508,0.2684175632403982,0.33785297170751655,0.3272198,28.572351,0.2764688,0.29257074,0.33818063,21133,0.04594153018390573,0.9342999001916397,0.01624133475459122,0.024153176744114102,0.0003276596916381158
model,39,0.8514423041713234,17.48043522204179,0.3584199397080593,0.36491781213111624,0.2568826880626443,0.8091837,16.048763,0.35426044,0.35733542,0.22742453,15555,0.04225858739733657,1.4316719468953067,0.004159495066946017,0.007582393668362941,0.029458155887580217
model,40,0.5593388388224303,23.741622144546895,0.5551020926107129,0.5619317630357814,0.23788862675278957,0.4872733,24.499378,0.6528329,0.65993994,0.2622686,79003,0.07206553316790454,0.7577560597988082,0.09773083270895877,0.0980081817083287,0.024379976095263406
model,44,0.8664928424790608,15.672236468429752,0.20595586205531174,0.21133370097831122,0.329852541876606,0.71210027,20.609009,0.20744209,0.21471155,0.3618089,14756,0.15439257506878246,4.936772320632748,0.001486227859963829,0.0033778459195769606,0.03195635418815229
model,43,0.18847584203987017,26.065099787629965,0.32011317593175426,0.335925974302671,0.38680611466453935,0.20223852,26.457943,0.3336268,0.35060653,0.35357392,138175,0.013762672979546642,0.39284317501651955,0.013513630804238175,0.014680556602098882,0.033232196321949015
model,45,0.9375102921915933,8.343958616441562,0.29958223652393634,0.30646857379835685,0.27621273233875865,0.92296517,8.217064,0.28740525,0.2927139,0.24605627,86386,0.014545123238651425,0.1268947126329678,0.012176984067271301,0.01375466345709403,0.030156458759161175
model,37,0.5053364319617042,24.655046240117468,0.3615847631856293,0.39712875510122986,0.39721948669825524,0.7057752,20.88893,0.33743313,0.378856,0.4793313,114877,0.200438769358944,3.766116873052038,0.02415163363660283,0.018272751816775512,0.08211182786549598
model,42,0.53632541794201,18.782370428831328,0.2773340596286462,0.2801557341791813,0.19681151363926358,0.6676844,17.194998,0.35203397,0.3696623,0.32533953,13497,0.13135895829776656,1.587372641355742,0.07469991311152713,0.08950658047421528,0.12852801229877048
model,49,0.27577746223859545,27.13441743558943,0.25851003495128766,0.29067249692608216,0.3919822260495715,0.23206739,27.365128,0.27865744,0.3234331,0.52623135,71595,0.04371007096223589,0.2307101278871322,0.02014740141956195,0.03276060425113342,0.13424912246498538
model,50,0.9547590101233683,7.895432284763615,0.3428572911833402,0.35069150825983575,0.24216614857159127,0.9519933,8.143304,0.39042464,0.4010223,0.33748624,54029,0.002765723513718621,0.24787158639117024,0.04756734780324734,0.05033077696317145,0.09532008871593009
model,47,0.2824882034298203,25.283912858857104,0.2943628843880594,0.29816054884939747,0.23910569052109695,0.39657944,25.758356,0.29651713,0.3012383,0.23993585,90336,0.11409124097859646,0.47444323550324796,0.0021542493247091454,0.003077749566740229,0.0008301546155455031
model,46,0.9935554212969397,6.0850559417038355,0.1965590539897685,0.21341779204217448,0.5383531005545885,0.99411213,5.7093306,0.18793839,0.21306454,0.569427,62112,0.0005567126828576185,0.37572538292698,0.008620661827445503,0.0003532555898810852,0.031073912842628282
model,52,0.3748390376683348,25.8598104050674,0.3399969975477851,0.38417009985222644,0.42438355311180725,0.6138185,23.328236,0.32066396,0.370717,0.6176781,48181,0.23897948859967055,2.5315747788466965,0.019333038759867027,0.013453110811851687,0.19329455271933899
model,51,0.09689317022815995,24.825338776959804,0.30869141051756754,0.3745007780076058,0.5726880045188343,0.15314956,25.967892,0.29575887,0.309474,0.3785461,126241,0.05625638986571975,1.1425529161554309,0.012932537293309121,0.06502678661356281,0.19414191558488958
model,53,0.8932612736497185,16.244654989485795,0.2148113581475511,0.24270182761430814,0.5530945288072943,0.9128947,15.74081,0.22438486,0.25013077,0.50879335,118408,0.019633452149842023,0.5038445951986859,0.009573501056741207,0.007428944976329066,0.04430117477287043
model,56,0.9170204878178481,12.46471117822098,0.27633054254101996,0.3159380644373227,0.48579693282840025,0.928411,12.686552,0.2703113,0.30094028,0.54258186,24993,0.011390519109642172,0.22184086950851167,0.006019246554844426,0.014997789245061954,0.05678492342236269
model,58,0.575805556027912,20.19846593929073,0.2367964423920815,0.24877774432488287,0.3309596124397752,0.81023276,16.308239,0.25414038,0.26776546,0.35070863,21287,0.23442720249412174,3.890226956136434,0.017343934652596232,0.018987718073646187,0.019749021221494967
model,48,0.2299800419799612,23.00525296583111,0.2135667949155332,0.21900432551870197,0.30388738322798103,0.3051758,22.778698,0.20980999,0.21571718,0.2750041,26553,0.0751957690723612,0.2265549983018147,0.003756806178426886,0.0032871439553245896,0.028883294349349442
model,55,0.15622129659671274,23.31533113732943,0.3392912750486015,0.3435154224813686,0.2088404218849751,0.1713736,24.089294,0.33033255,0.33302355,0.22643408,77211,0.01515230913143667,0.7739632962643199,0.00895872762237776,0.010491874355147923,0.01759365990785633
model,54,0.8708253048940325,12.393501161506464,0.3972374184115482,0.40701480727950207,0.36836871303026925,0.9406932,12.716965,0.27513498,0.29039907,0.5042295,132888,0.06986789474051947,0.32346356017322364,0.12210243773298984,0.11661573272505871,0.1358607729583477
model,60,0.7027102719450096,21.775659343130076,0.24322460270754506,0.24947935032210217,0.3157381512775775,0.6373154,22.101055,0.22667082,0.2654196,0.4601942,123520,0.06539487945080791,0.3253958021335954,0.016553786166826984,0.015940252072001837,0.144456048999751
model,59,0.24907461082934354,26.254386429205447,0.8455409234755127,0.8459949658601688,0.07645484142995297,0.24107951,26.234648,0.86947674,0.87010956,0.08143045,87885,0.007995101571073276,0.01973867835095433,0.023935812116375743,0.024114592245299993,0.004975608651872285
model,61,0.7970397122009081,21.28408634908613,0.46300323080351835,0.4730636358213938,0.37750264396127103,0.7488985,22.824816,0.4855495,0.49909177,0.39332604,92683,0.0481412060363573,1.5407294010359394,0.02254627872178072,0.02602813840384116,0.015823400121370568
model,63,0.20946551077261513,25.98880837474326,0.22549271397724596,0.22726867884915386,0.15349439654182037,0.120743476,30.155148,0.22219725,0.22367024,0.14986375,107660,0.08872203491821831,4.166339177746973,0.0032954644455000515,0.0035984346322349148,0.003630646799312437
model,57,0.10019923857767454,26.118575206340548,0.32462707565916477,0.3289850113852649,0.2565707110662669,0.08381365,29.16065,0.30132908,0.3048634,0.21369682,89584,0.016385586181472456,3.0420750469553504,0.02329799936903415,0.024121618078532747,0.04287388854219615
model,64,0.6939706272991136,24.41878693460277,0.3583624217855475,0.36125587221385064,0.21895154489652413,0.69193363,23.776144,0.3273452,0.3301339,0.2449256,114838,0.002036995402140973,0.6426429068928101,0.031017229353143938,0.03112198706866326,0.02597405837400657
model,65,0.9469772136706781,13.708131986618667,0.23974784836814753,0.2488576485134344,0.4098613857566664,0.9033592,16.808657,0.3665114,0.37366894,0.33575636,129419,0.043618038942284554,3.1005247058862153,0.12676355614616522,0.12481129036176397,0.07410502427213883
model,62,0.9794186946409983,7.694476756893252,0.3315415775880958,0.36005469090527287,0.488973070140456,0.9635143,12.703297,0.3846223,0.41405958,0.43764108,62402,0.0159043666380686,5.008819904483701,0.05308072804354175,0.05400488846713314,0.05133198594627264
model,69,0.9755588019095078,4.552349675868314,0.33135679112703625,0.37604449675934154,0.41966564614673074,0.9828951,6.010696,0.25168145,0.2906723,0.45278525,130638,0.007336274365363993,1.4583462584273406,0.07967534409792248,0.08537219451324779,0.03311960737804953
model,66,0.986301548534971,8.074290977670131,0.1781477466030845,0.217965612112936,0.787757745688788,0.9810648,6.784301,0.1867344,0.22869974,0.6699938,104180,0.005236752087217078,1.2899901735319474,0.008586646635936807,0.010734131634775185,0.11776392788254408
model,68,0.9667215190572206,4.002674118012997,0.25783807851616436,0.2702430130866643,0.2928186379787558,0.95060927,3.6110168,0.26646313,0.27673438,0.27322555,107511,0.016112252299255503,0.3916573676773041,0.008625052196344796,0.006491368827474475,0.01959309209557708
model,70,0.1961132698368535,26.309850191882703,0.8345978680938096,0.8379152918079467,0.1397209623520193,0.16552414,26.884502,0.81300145,0.8157679,0.14969918,84389,0.030589129836510187,0.5746522190059693,0.021596414217314286,0.022147407553491094,0.009978218966263774
model,67,0.7790259761715835,10.288331516335262,0.3580348657216784,0.37121220547644407,0.2984673274056055,0.9050931,10.385718,0.27195257,0.2771916,0.25640616,45584,0.12606709767332613,0.09738682930682785,0.08608229623696773,0.09402059633223325,0.04206116919675845
model,74,0.3306899290880922,23.602040836501324,0.2859049914590016,0.29283974126936607,0.21849399353726778,0.50898254,22.379879,0.32197392,0.33196816,0.23478936,16447,0.17829261008884872,1.2221618386985895,0.03606892840946763,0.03912841721413918,0.01629536305204954
model,71,0.9821861059556722,3.7444394927888567,0.4726395505924093,0.48182992346857056,0.30555781489530737,0.98331374,4.9777174,0.3490426,0.35605392,0.28701532,77346,0.0011276333441019304,1.2332779068083113,0.1235969561595785,0.12577600486848817,0.018542496024762933
model,72,0.9435890327710753,10.255241977757144,0.5764637666824828,0.5925575555903302,0.29979994842303087,0.95227647,9.029182,0.63416433,0.64924705,0.24559991,132543,0.00868743550590223,1.2260595436751132,0.05770056666102308,0.05668949469500917,0.054200037806156176
model,75,0.2712790181005736,25.50682583061092,0.32730479935305495,0.328331189516588,0.13157321312607512,0.18796815,24.718775,0.33605602,0.33791295,0.14140126,41036,0.08331086831934648,0.7880510350786949,0.00875122448308091,0.009581757422880366,0.009828047965157183
model,78,0.2334380828231922,29.07439616532345,0.7645009818969024,0.7652492942102677,0.08215146359153222,0.35552377,27.470287,0.7829671,0.7839013,0.0946497,18874,0.12208568226393549,1.6041088423254024,0.018466108709787044,0.01865197999398649,0.012498238719029914
model,73,0.3998507572187307,21.52774361168649,0.27563533496488934,0.2924086400531744,0.4658395449623306,0.4156221,21.96439,0.25565356,0.2694603,0.43903217,34829,0.015771328114139782,0.43664618933890154,0.01998177480329877,0.02294834938277951,0.026807377766056795
model,76,0.5878744943811401,20.541508206321627,0.21379575758441446,0.21727991412927766,0.22306257544137717,0.7675487,16.072035,0.23194991,0.23660281,0.28200436,95966,0.1796741859243408,4.469473370506197,0.0181541529370928,0.019322898876169725,0.058941780942900174
model,80,0.6098314392849271,21.37158122183969,0.27758940369000573,0.2875025608702476,0.35546032574948944,0.57568127,21.917786,0.2784825,0.28892547,0.32041407,131370,0.03415017011607335,0.5462044226915594,0.0008930930484281063,0.0014229080514137626,0.03504625943479217
model,77,0.9705407243546171,12.009537032748398,0.18613932729558302,0.20249120233616508,0.4070716404855938,0.96104586,13.033727,0.18100923,0.20873229,0.61596453,8251,0.009494863110415475,1.0241896594513094,0.0051300942976887365,0.006241089719918602,0.20889289141290474
model,83,0.2872387325711517,28.988746343216135,0.39742810013129376,0.4357083326684539,0.4327569751062825,0.25834417,28.8861,0.3619847,0.40253738,0.45567232,48295,0.028894559139755194,0.10264557417316666,0.035443400166770445,0.03317095697990102,0.022915348597483343
model,84,0.24806193272602184,25.326620530779003,0.2493931391895486,0.28486287236190566,0.43475968952751975,0.4281423,23.391497,0.26030293,0.29315227,0.39063296,70309,0.18008037646282093,1.9351238724538078,0.010909791880779146,0.008289400339357766,0.04412673230744224
model,81,0.9480262764395364,6.692370878389596,0.3414735140092999,0.347108240109886,0.2218264492654976,0.9504329,7.114172,0.31666517,0.3219526,0.24728559,115990,0.0024066201745382987,0.42180110342192734,0.02480834143239563,0.025155628901923965,0.025459140310269912
model,79,0.9731418818094788,11.138807439243394,0.38697729252383967,0.39597106879151156,0.32686993380335516,0.9606615,14.723011,0.3858661,0.39102417,0.2935697,75139,0.012480410919433638,3.5842035776023096,0.0011111869673516295,0.004946896485450769,0.033300219972407286
model,87,0.397420573622944,23.87434092932221,0.2546959416543024,0.27323977946689576,0.39327126963442055,0.50196135,22.163916,0.2749696,0.28339043,0.2803597,13073,0.10454077681803503,1.7104252951669352,0.0202736659373266,0.010150653129310905,0.11291158421343056
model,82,0.5083244293733415,25.33458916629532,0.41253142524306996,0.4182056580392832,0.25355928641752484,0.4137369,24.832193,0.46234486,0.4684225,0.24307573,109934,0.09458751974542712,0.5023957916615309,0.049813429827044176,0.05021684423999839,0.010483558001081972
model,89,0.4004671556716728,26.419215787195423,0.2358236870707639,0.23797747013105175,0.18421400005638572,0.38836735,27.611963,0.26168185,0.26483282,0.21164095,84205,0.012099800801830263,1.1927474848993036,0.025858167654120134,0.02685535433756092,0.027426953961253442
model,90,0.575620814186546,22.11532337602494,0.30976402422389765,0.3222112284498904,0.31349729594161485,0.62825906,21.258476,0.2420109,0.25033903,0.34484452,68647,0.05263824858048283,0.8568471187007205,0.06775311788520594,0.071872197230408,0.03134722415039565
model,91,0.6634760381001905,16.925348560283027,0.25268386720229113,0.26169883163881136,0.275371806878652,0.7754382,13.57105,0.24259923,0.25187498,0.23061833,87033,0.11196215140634025,3.3542988700364447,0.01008463321734393,0.009823848328111895,0.04475347902258814
model,85,0.800556159040976,11.38859504010928,0.22704747091468,0.23246472154962522,0.2747112641949024,0.84018725,10.883569,0.21391621,0.21809272,0.22822689,64679,0.039631092526864586,0.5050262763763698,0.01313125859435224,0.014371996868724646,0.04648437899535557
model,86,0.6446892650942542,23.896905847780488,0.2803606958959198,0.28568996401950686,0.27076846198805476,0.6466955,23.988289,0.27970874,0.28765595,0.32606697,4107,0.0020062295575402622,0.09138303161404338,0.0006519528005218267,0.001965985573083473,0.05529850883714055
model,92,0.6830731439991138,14.663686962611202,0.24421100998073056,0.24730679992822857,0.23285814511917227,0.67514026,14.355022,0.2481612,0.25377217,0.2566046,107365,0.007932882349028336,0.30866453219127976,0.00395018672794864,0.006465369423349188,0.023746466754454437
model,88,0.4805155684624518,23.497262449679262,0.5831810945947102,0.5846296013228766,0.15143522142142038,0.48985597,22.574947,0.6303898,0.63209766,0.13119675,90441,0.00934040645019163,0.9223150925015275,0.047208715013749236,0.04746806017233218,0.020238469230830475
model,94,0.9519420246917464,11.038927178370905,0.39324653503174256,0.40533417146103967,0.33187284888176327,0.95812285,8.599814,0.39020193,0.39981133,0.30177665,3418,0.006180824772670124,2.4391127633928775,0.003044608800358284,0.005522844003611693,0.030096201314014248
model,96,0.31349037820973624,22.723881285102966,0.2254361522908173,0.22881338120733674,0.24101951095161334,0.45572323,22.520437,0.22139704,0.2307772,0.32520247,85534,0.1422328478606678,0.20344404450237974,0.00403911001634219,0.0019638228293759052,0.08418295410575971
model,97,0.7418309760868166,23.466450575956355,0.30154310689498653,0.3033743244464784,0.1998557128844259,0.8888163,14.852062,0.30021733,0.30192927,0.17083138,87802,0.1469853209674742,8.614388350614558,0.0013257764392065052,0.0014450591857819717,0.029024330609798227
model,98,0.732537190454199,20.533267300813012,0.20089731931853294,0.2067716878354316,0.31864612882695453,0.85772574,16.761538,0.18706726,0.19379604,0.34753338,19714,0.12518854902486598,3.7717297489331294,0.01383006394076347,0.012975649207807083,0.028887246197841
model,93,0.983917398511356,4.119968882172479,0.3589176227377498,0.36747957891993616,0.2845765791969278,0.9862209,4.992883,0.3819591,0.38894114,0.26344714,40735,0.002303497732693116,0.8729143232413392,0.023041487760678547,0.02146156006283667,0.021129443510053414
model,99,0.4250608826112396,22.767423177001664,0.27937206470810216,0.2852445814023553,0.2711613053452006,0.4667186,22.163942,0.2250121,0.23329534,0.41175765,112128,0.041657731490170324,0.6034808399655311,0.05435997092567724,0.051949245036655545,0.1405963426459798
model,100,0.26731457976287115,26.813116830138227,0.3526386031972209,0.35542404887408996,0.17895306091805402,0.448897,24.891273,0.34677616,0.3497091,0.18294977,128721,0.1815824243646313,1.9218433316030712,0.0058624455796519315,0.005714955303380731,0.003996705598631467
model,95,0.169044584983604,27.525157548805783,0.2968094506856727,0.3122457135577245,0.35002393527614317,0.19651225,26.84561,0.2628127,0.2727467,0.2764581,5376,0.02746766710875745,0.679547883888791,0.033996746837787584,0.0394990015883489,0.07356582089053831
model,101,0.3662617675475444,26.065786203717806,0.2771889294235434,0.28299569459892904,0.28462280895450165,0.18957847,27.44778,0.26025674,0.26997843,0.32319087,41700,0.17668329397958177,1.381994405413053,0.016932191952916564,0.01301726075150167,0.03856805894634674
model,104,0.9009919291062208,16.008820448923885,0.21410160304464732,0.23196431872658346,0.5293181042609914,0.6528381,21.131826,0.23231246,0.24861024,0.4301315,88985,0.24815381818245374,5.123005951832951,0.01821085272870626,0.016645924474672336,0.09918660926205947
model,102,0.2074430534139485,23.913691818282157,0.2880933405268183,0.2921124268572009,0.260753551263763,0.2560727,27.185375,0.30448842,0.30994168,0.29291958,111415,0.04862964660970262,3.27168339534089,0.01639507995963191,0.01782925238207217,0.03216602490429732
model,105,0.24576745337698877,26.377135571471523,0.3453934965730138,0.3499854316040565,0.27254316603712014,0.19462454,24.111979,0.29124674,0.29981074,0.36894187,61083,0.05114291018698633,2.2651570405877344,0.05414675456289725,0.05017469423261178,0.09639870727487632
model,106,0.2736843240173849,27.424907286920643,0.46259311879330045,0.4684731867109293,0.2103299384140473,0.17344321,28.497353,0.67832756,0.6789487,0.10123794,2507,0.10024111091218318,1.0724453131770133,0.21573444163150424,0.21047551371707973,0.10909200060601049
model,107,0.15778210960505154,23.926039351884103,0.20481173918146423,0.21930576061201393,0.3808187990372088,0.07984919,23.431452,0.22278814,0.24091251,0.47333917,88701,0.07793291859505322,0.4945875543987519,0.01797640099626252,0.021606751332756885,0.09252037118030526
model,109,0.9552971182305633,11.06393721721686,0.1828746011392644,0.19319848414088248,0.38992300127036705,0.96223354,10.65801,0.17620383,0.18585497,0.35803276,65784,0.006936425165432802,0.4059276881030911,0.006670769108968078,0.007343512732038482,0.031890238266064075
model,103,0.20545125042561083,29.574677694360776,0.3485575884775762,0.3501750616997297,0.13558256173140476,0.41071266,28.079338,0.3259311,0.32747525,0.12081507,41846,0.20526140893336745,1.4953396206303076,0.022626486440146365,0.022699811932426206,0.0147674932480521
model,110,0.6533246385776195,22.308072664895473,0.3133228253519733,0.3170969434430098,0.23936541758690982,0.67912954,22.619465,0.33696523,0.33971024,0.20639324,77021,0.025804902342638103,0.3113922093721051,0.023642407735566362,0.02261329215269331,0.032972175704585605
